Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),NO2_NO_ratio,VOC_NOx_ratio,hour_sin,hour_cos,month_sin,month_cos,Wind_U,Wind_V,Ozone_Baseline,Ozone_Anomaly
2021-02-20 11:00:00,93.75,185.25,8.38,45.95,31.3,36.92,10.7,3.12,46.75,10.5,15.98,19.2,63.55,1.05,81.25,0.0,307.98,735.94,0.009189606420488538,4.898720682302772,0.8198142414860682,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,-1.0377795859911487,-0.15972955549941265,45.31316761149207,1.4368323885079306
2021-02-20 12:00:00,112.25,221.5,4.9,65.08,38.6,40.8,18.45,3.2,105.57,15.35,24.65,23.7,54.15,0.8,67.75,0.0,372.75,735.66,0.011117502984941637,11.030508474576271,1.0101010101010102,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,-0.7404324032140531,-0.3029188938819465,45.263931500380956,60.30606849961904
2021-02-20 13:00:00,148.0,310.25,3.6,48.25,28.6,40.05,21.8,2.8,108.2324999999997,13.55,31.35,26.2,43.62,0.75,69.75,0.0,384.05,735.77,0.012608253408179632,10.48913043478261,1.516891891891892,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,-0.7036435019418631,-0.2595877928081198,45.26023358371429,62.972266416285414
2021-02-20 14:00:00,118.75,204.75,2.78,35.2,20.98,38.8,16.23,2.45,108.2324999999997,8.77,18.73,27.15,36.45,0.8,80.25,0.0,297.2,735.64,0.014211647509578545,9.312169312169313,1.2511373976342128,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,-0.7884448472464622,-0.1354796030792198,45.26023358371429,62.972266416285414
2021-02-20 15:00:00,65.75,126.0,3.42,34.98,21.4,37.25,23.18,2.35,108.2324999999997,10.25,18.4,25.98,34.88,1.05,76.0,0.0,88.08,735.66,0.014850666666666667,7.914027149321266,1.2790178571428572,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,-1.0188105125897964,-0.2540179903796513,45.26023358371429,62.972266416285414
2021-02-20 16:00:00,56.5,110.75,2.52,38.28,22.42,36.53,28.4,2.38,108.2324999999997,10.42,17.1,25.2,37.95,0.88,85.25,0.0,72.45,735.47,0.011481409961685824,10.875,1.1750640478223742,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,-0.8769776421980301,-0.07287122261074003,45.26023358371429,62.972266416285414
2021-02-20 17:00:00,48.75,108.25,2.18,56.7,31.9,37.07,21.5,2.68,108.2324999999997,6.85,14.42,23.15,47.92,0.42,67.0,0.0,27.83,735.75,0.007043141762452107,17.830188679245282,0.6465045592705168,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,-0.3866120384500249,-0.16410707396549504,45.26023358371429,62.972266416285414
2021-02-20 18:00:00,75.0,171.0,6.15,94.62,55.35,33.97,13.32,3.12,22.58,3.92,20.15,20.2,53.75,0.3,130.75,0.0,8.95,735.79,0.003738206896551724,13.233566433566434,0.42715173025732034,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,-0.22726949531521484,0.19582792573881677,45.26023358371429,-22.68023358371429
2021-02-20 19:00:00,85.75,231.75,47.12,100.43,91.82,34.2,10.75,3.97,7.43,4.75,21.25,18.15,60.75,0.3,195.25,0.0,8.1,735.71,0.00221496332785988,2.087073981712386,0.2801120448179272,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.07890936433739248,0.2894361971486439,45.24430302815873,-37.81430302815873
2021-02-20 20:00:00,126.25,297.0,63.35,103.2,106.58,36.95,13.08,4.35,7.22,5.98,22.58,17.27,65.05,0.3,146.75,0.0,8.05,735.9,0.002199482033876918,1.6037296037296038,0.2654768544339096,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.16448796885597414,0.25088584675432785,45.23066413926984,-38.01066413926984
