Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),NO2_NO_ratio,VOC_NOx_ratio,hour_sin,hour_cos,month_sin,month_cos,Wind_U,Wind_V,Ozone_Baseline,Ozone_Anomaly
2020-08-23 01:00:00,,,1.1875,35.03066295930137,,,,,26.744331919760977,,,31.1625,70.70107339941686,1.625,50.01875,,0.0,187.60625,976.9875,16.014017352823483,,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,-1.2451639750061858,-1.0441224426985536,18.528227101128834,8.216104818632143
2020-08-23 02:00:00,,,1.21875,34.43462369795596,,,,,25.361667100471653,,,31.306250000000002,71.79413285769479,1.6875,50.296875,,0.0,197.515625,977.06875,15.519830399078744,,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-1.2983029557568952,-1.077991505102387,18.54259422879517,6.819072871676482
2020-08-23 03:00:00,,,1.25,31.251097762284257,,,,,23.012767755421006,,,31.450000000000003,72.79739691216918,1.75,50.575,,0.0,207.425,977.15,13.889376783237447,,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,-1.3517989564002009,-1.1113683374450292,18.530290988656937,4.482476766764069
2020-08-23 04:00:00,,,1.28125,30.918146035636,,,,,21.571364642843953,,,31.59375,73.72903405526033,1.8125,50.853125,,0.0,217.334375,977.2312499999999,13.553159906032219,,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,-1.4056484457616547,-1.144250277224281,18.51051705498391,3.0608475878600423
2020-08-23 05:00:00,,,1.3125,32.43351321218738,,,,,19.974111788470598,,,31.7375,74.47473256631821,1.875,51.13125,,0.0,227.24374999999998,977.3125,14.025303010675623,,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,-1.4598478752576227,-1.1766346846433704,18.486963394765635,1.4871483937049632
2020-08-23 06:00:00,,,1.34375,32.82429856139177,,,,,19.60883723947575,,,31.88125,74.57102964100386,1.9375,51.409375,,0.0,237.153125,977.39375,14.00503405286049,,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,-1.5143936790326133,-1.2085189427171035,18.45845521669407,1.150382022781681
2020-08-23 07:00:00,,,1.375,31.81576819021892,,,,,21.92742327165608,,,32.025,72.50789202943872,2.0,51.6875,,0.0,247.0625,977.4749999999999,13.39611292219744,,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,-1.5692822740972334,-1.2399004573772103,18.43030082397112,3.497122447684962
2020-08-23 08:00:00,,,1.40625,30.598921358226516,,,,,29.2407941273755,,,32.16875,67.30898080999022,2.0625,51.965624999999996,,0.0,256.97187499999995,977.55625,12.716434850172059,,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-1.6245100604667557,-1.270776657576892,18.40531113407064,10.835482993304861
2020-08-23 09:00:00,,,1.4375,15.1375,,,,,6.356249999999999,,,32.3125,60.44171283489104,2.125,52.24375,,0.0,266.88125,977.6374999999999,6.21025641025641,,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,-1.6800734213002977,-1.301144995394561,18.389367792580884,-12.033117792580885
2020-08-23 10:00:00,,,1.46875,14.41875,,,,,5.528124999999999,,,32.456250000000004,54.6782191261713,2.1875,52.521874999999994,,0.0,276.790625,977.71875,5.840506329113924,,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-1.7359687230406056,-1.3310029461367732,18.352320917580887,-12.824195917580887
2020-08-23 11:00:00,27.0,62.0,1.5,13.7,8.5,13.2,,,4.7,0.8,277.6,32.6,50.38367846279161,2.25,52.8,0.0,0.0,286.7,977.8,5.4799999999999995,29.30526315789474,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,-1.7921923155544417,-1.3603480084403436,18.31955442452533,-13.61955442452533
2020-08-23 12:00:00,23.5,58.5,2.82,11.98,8.7,11.85,1.6,,10.8,1.08,329.95,32.42,47.4806751892297,2.28,62.72,0.0,0.0,289.15,977.42,3.136125654450262,34.12680412371134,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,-2.02641219249665,-1.0450136966092451,18.28330442452533,-7.483304424525329
2020-08-23 13:00:00,17.0,42.0,4.8,13.22,10.98,8.77,2.2,0.58,18.45,0.45,138.48,33.95,45.862894483245185,2.58,69.4,0.0,0.0,289.67,976.48,2.279310344827586,11.596828046744571,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,-2.415033602206551,-0.9077514528841305,18.259721091191995,0.19027890880800413
2020-08-23 14:00:00,18.0,56.0,3.08,13.12,9.5,7.72,3.25,1.08,20.88,1.42,173.55,34.22,45.43017097545885,2.15,47.12,0.0,0.0,287.05,975.62,3.2156862745098036,16.663809523809523,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-1.5754780117093656,-1.4630000118319562,18.237957202303107,2.6420427976968917
2020-08-23 15:00:00,19.5,78.5,2.25,12.02,8.22,7.92,3.15,1.08,20.92,2.45,448.2,33.7,46.39399109661516,2.4,61.68,0.0,0.0,288.85,974.68,3.6984615384615385,48.87744034707158,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,-2.112748348480608,-1.1385492593614301,18.218457202303107,2.701542797696895
2020-08-23 16:00:00,11.5,59.5,2.7,12.88,9.05,8.28,2.92,1.0,16.05,0.38,43.38,33.3,48.75690274291034,2.35,81.4,0.0,0.0,287.35,974.55,3.481081081081081,4.354228855721393,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-2.323577495460464,-0.351408057092717,18.198998868969774,-2.148998868969773
2020-08-23 17:00:00,11.5,42.5,2.6,12.6,8.82,10.07,2.6,0.88,2.32,0.32,13.58,30.9,52.7500416571107,2.1,76.25,0.0,0.0,279.08,974.7,3.5,1.415478615071283,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,-2.039818346607849,-0.4991403738849635,18.185637757858665,-15.865637757858664
2020-08-23 18:00:00,17.0,46.0,1.62,14.78,9.15,10.65,2.15,,3.95,0.62,38.58,29.75,57.591436606043374,1.88,66.15,0.0,0.0,193.68,975.03,5.641221374045801,3.8620689655172407,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-1.7194614604213936,-0.7601659595940404,18.16545720230311,-14.21545720230311
2020-08-23 19:00:00,16.5,51.5,7.12,20.52,16.77,10.75,3.9,0.2,5.35,1.8,98.85,28.9,61.43245282822078,1.7,73.12,0.0,0.0,113.58,975.55,2.527093596059113,5.664040517726505,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,-1.6267554999516376,-0.49362591440998926,18.149207202303106,-12.799207202303107
2020-08-23 20:00:00,17.0,46.0,16.35,28.82,28.65,11.18,1.1,0.22,8.78,0.95,11.65,28.32,63.959792247036894,1.72,74.53,0.0,0.0,114.22,976.1,1.6610951008645531,0.42495784148397975,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,-1.6576848244897389,-0.45878210803868924,18.143373868969775,-9.363373868969775
2020-08-23 21:00:00,13.0,41.0,4.95,19.45,14.4,8.57,1.7,1.2,20.83,1.2,22.95,27.95,65.7103360558238,1.72,64.53,0.0,0.0,123.92,976.75,3.26890756302521,1.5681818181818181,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,-1.5528341902010652,-0.7396661258585537,18.122998868969773,2.707001131030225
2020-08-23 22:00:00,13.0,49.0,9.38,25.82,21.35,7.68,2.62,2.02,22.62,1.1,66.03,27.52,67.19195752810118,1.45,54.4,0.0,0.0,123.0,977.38,2.4874759152215797,3.003579418344519,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,-1.1789961035181902,-0.8440783067280696,18.12377664674755,4.49622335325245
2020-08-23 23:00:00,24.5,73.5,9.85,22.05,19.75,7.62,3.05,1.8,22.55,2.2,173.15,27.2,68.36077896496968,1.65,56.53,0.0,0.0,123.5,977.45,2.032258064516129,8.450602409638554,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,-1.3763882571060868,-0.9099754753291257,18.133415535636438,4.416584464363563
2020-08-24 00:00:00,21.5,62.5,3.8,18.48,12.92,7.7,2.12,1.58,20.75,3.72,52.4,26.92,69.52849414261583,2.05,63.72,0.0,0.0,147.43,977.3,3.85,4.031609195402298,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-1.838114125409733,-0.9076543736297483,18.148346091191996,2.6016539088080037
2020-08-24 01:00:00,12.0,34.0,2.38,14.18,9.48,11.1,2.62,1.62,7.2,0.45,27.58,26.8,70.70107339941686,1.92,63.72,0.0,0.0,155.9,976.9,4.195266272189349,2.6746183206106866,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,-1.7215507906276526,-0.8500958035946912,18.16080442452533,-10.960804424525332
2020-08-24 02:00:00,15.0,35.5,4.45,14.9,11.55,13.55,3.5,1.25,7.28,1.15,32.17,26.58,71.79413285769479,1.9,60.92,0.0,0.0,145.45,976.88,2.7339449541284404,2.6549800796812746,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-1.6604896724566418,-0.9234576588370654,18.16205442452533,-10.882054424525329
2020-08-24 03:00:00,21.0,49.5,12.25,19.88,20.58,11.92,1.7,1.45,6.52,0.5,88.48,26.45,72.79739691216918,1.58,50.72,0.0,0.0,139.12,976.8,1.500377358490566,4.123262279888786,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,-1.2230167816516504,-1.0003149263099294,18.16144331341422,-11.641443313414221
2020-08-24 04:00:00,23.5,57.0,8.43,14.1,14.35,10.92,0.98,1.48,7.72,0.65,95.82,26.45,73.72903405526033,1.83,57.2,0.0,0.0,147.38,976.78,1.4952279957582184,6.2846905537459286,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,-1.5382368843971022,-0.9913260248174139,18.15644331341422,-10.43644331341422
2020-08-24 05:00:00,13.0,33.0,6.12,12.98,11.9,8.35,1.1,1.75,20.95,0.35,37.33,26.48,74.47473256631821,2.12,65.07,0.0,0.0,159.45,976.72,1.8230337078651686,2.920930232558139,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,-1.9224656845946362,-0.8936026474647873,18.15102664674755,2.7989733532524497
2020-08-24 06:00:00,4.0,15.5,4.95,13.98,11.45,6.9,3.98,1.8,21.5,0.35,17.95,26.55,74.57102964100386,1.98,68.35,0.0,0.0,265.95,977.3,2.349579831932773,1.4698795180722892,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,-1.8403206675902064,-0.7304928750099735,18.159262757858663,3.340737242141337
2020-08-24 07:00:00,8.5,24.5,10.65,13.5,15.9,6.72,3.08,1.85,21.88,1.4,19.83,27.1,72.50789202943872,1.98,66.25,0.0,0.0,285.32,977.72,1.1587982832618025,1.2562130177514792,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,-1.8123167286565052,-0.7974384459202998,18.168846091192,3.711153908808001
2020-08-24 08:00:00,9.5,30.5,8.15,13.58,13.82,7.18,2.45,2.02,20.9,0.98,15.62,28.1,67.30898080999022,2.02,70.32,0.0,0.0,290.4,977.9,1.484153005464481,1.1201079622132253,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-1.9020080749079609,-0.6802685374063049,18.184859980080883,2.715140019919115
2020-08-24 09:00:00,10.5,40.5,3.38,11.68,8.95,9.65,1.72,2.15,5.8,0.55,47.22,28.92,60.44171283489104,2.35,68.07,0.0,0.0,290.02,977.98,2.6666666666666665,4.801005025125628,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,-2.1799559523231022,-0.877662831576613,18.20090164674755,-12.400901646747549
2020-08-24 10:00:00,15.0,47.5,20.72,26.02,30.72,10.52,1.7,1.95,2.15,0.5,45.4,29.72,54.6782191261713,2.48,79.38,0.0,0.0,290.53,977.98,1.197974217311234,1.4470365699873897,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-2.4375202737683,-0.45705023243458676,18.204512757858666,-16.054512757858667
2020-08-24 11:00:00,16.5,50.0,6.58,14.52,13.1,12.35,1.75,1.6,6.05,,,30.85,50.38367846279161,2.4,81.07,0.0,0.0,291.38,977.72,1.9155672823218997,,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,-2.3709089380244435,-0.3725463831468573,18.19881831341422,-12.148818313414218
2020-08-24 12:00:00,22.5,54.5,20.7,33.52,34.72,14.82,3.42,1.38,7.6,,,32.42,47.4806751892297,2.25,84.88,0.0,0.0,288.62,977.32,1.5447004608294932,,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,-2.2410224432229984,-0.20079444457161102,18.19766553563644,-10.59766553563644
2020-08-24 13:00:00,22.0,55.5,33.3,46.38,51.82,14.62,2.5,1.65,19.05,,,32.53,45.862894483245185,2.12,89.58,0.0,0.0,289.23,976.92,1.352186588921283,,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,-2.1199430416714318,-0.015540272484057009,18.19363775785866,0.8563622421413406
2020-08-24 14:00:00,15.0,61.0,27.9,48.15,48.35,12.6,7.55,1.83,19.02,,,32.7,45.43017097545885,2.08,90.88,0.0,0.0,288.88,976.53,1.666089965397924,,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-2.0797546732636065,0.03194525063590181,18.195762757858663,0.8242372421413364
2020-08-24 15:00:00,14.0,58.5,30.28,47.28,49.85,13.2,4.82,1.92,17.9,2.38,4.47,33.62,46.39399109661516,2.08,89.12,0.0,0.0,288.3,976.1,1.5115089514066495,0.13470993117010815,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,-2.0797546732636065,-0.0319452506359016,18.172804424525328,-0.2728044245253294
2020-08-24 16:00:00,16.0,56.0,14.05,39.2,32.3,12.75,3.35,2.05,12.95,0.7,17.6,32.95,48.75690274291034,1.85,123.78,0.0,0.0,287.2,975.8,2.604651162790698,0.5495495495495496,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-1.5376804145251264,1.028610199631442,18.142665535636443,-5.1926655356364435
2020-08-24 17:00:00,17.5,59.0,8.7,37.12,26.82,11.58,7.68,2.28,7.95,0.85,20.23,30.52,52.7500416571107,1.42,131.72,0.0,0.0,276.08,976.05,3.8268041237113404,0.757728253055356,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,-1.0598964171960463,0.9449971348183993,18.10731831341422,-10.157318313414219
2020-08-24 18:00:00,18.5,72.5,6.1,48.1,30.52,12.0,6.8,2.25,5.5,1.38,45.58,29.18,57.591436606043374,0.6,126.78,0.0,0.0,181.25,976.58,6.774647887323944,1.4898477157360406,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.4805642525057806,0.3592464324298299,18.066762757858665,-12.566762757858665
2020-08-24 19:00:00,22.0,85.0,44.82,53.4,64.95,12.3,6.07,1.42,6.48,1.7,40.7,28.45,61.43245282822078,0.82,90.05,0.0,0.0,90.72,977.05,1.1654299432562198,0.6429112964366945,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,-0.8199996877671645,0.0007155849024927278,18.02356831341422,-11.54356831341422
2020-08-24 20:00:00,26.0,92.5,10.35,46.58,33.2,12.65,5.4,0.5,6.72,1.8,31.45,28.28,63.959792247036894,1.03,82.08,0.0,0.0,93.35,977.85,4.103964757709251,0.9722222222222221,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,-1.0201752684675507,-0.14192399940517733,17.981109980080888,-11.261109980080889
2020-08-24 21:00:00,26.0,104.0,62.92,55.25,80.68,11.12,5.22,0.73,16.92,2.88,41.35,27.85,65.7103360558238,0.7,79.15,0.0,0.0,65.32,978.22,0.8643617021276595,0.5415034280117532,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,-0.6874863489741769,-0.1317669153245846,17.937457202303104,-1.0174572023031025
2020-08-24 22:00:00,26.5,119.5,61.6,49.85,76.72,9.28,8.88,0.85,17.15,2.9,56.7,27.78,67.19195752810118,0.92,78.68,0.0,0.0,97.15,978.78,0.7963258785942492,0.7668553782810088,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,-0.9021025046422234,-0.18058535687654034,17.90679053563644,-0.7567905356364406
2020-08-24 23:00:00,25.5,108.0,99.48,48.85,107.05,8.58,8.23,0.72,15.12,1.8,37.55,27.8,68.36077896496968,0.98,97.7,0.0,0.0,120.2,978.8,0.48616640127388533,0.3641832484960666,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,-0.9711635357205396,0.13130646170992624,17.87324886896977,-2.753248868969772
2020-08-25 00:00:00,20.0,70.5,31.08,37.35,45.28,8.35,4.78,0.57,16.0,0.95,18.82,27.38,69.52849414261583,1.25,71.4,0.0,0.0,95.57,978.75,1.16427680798005,0.4271823681936041,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-1.1847105125119821,-0.39869913662258727,17.837609980080884,-1.8376099800808845
2020-08-25 01:00:00,26.5,73.0,33.42,35.02,45.92,12.3,4.1,0.57,7.75,1.65,73.32,26.9,70.70107339941686,1.05,74.95,0.0,0.0,110.28,978.6,1.0174317257408483,1.5978260869565217,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,-1.0139845761100361,-0.2726449695317163,17.802998868969773,-10.052998868969773
2020-08-25 02:00:00,34.0,94.5,18.45,31.9,32.0,16.7,4.6,0.45,7.78,1.15,65.85,26.9,71.79413285769479,1.32,65.78,0.0,0.0,114.22,978.55,1.6401028277634961,2.0303030303030303,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-1.2038096010246746,-0.5415186464756446,17.792096091191997,-10.012096091191996
2020-08-25 03:00:00,39.0,116.5,15.02,30.05,28.2,14.3,4.47,0.55,7.28,1.98,200.3,26.98,72.79739691216918,1.3,61.05,0.0,0.0,120.08,978.55,1.8757802746566792,6.927397260273973,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,-1.137555185339498,-0.6292600418803185,17.763387757858663,-10.483387757858662
2020-08-25 04:00:00,39.0,103.5,17.92,24.7,27.78,13.62,3.45,0.18,7.07,1.48,75.7,26.48,73.72903405526033,1.48,76.82,0.0,0.0,108.5,978.7,1.3054968287526425,2.681723419041001,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,-1.4410146585116141,-0.3374562993257884,17.72569331341422,-10.655693313414218
2020-08-25 05:00:00,25.5,65.5,24.1,22.2,31.48,11.68,0.9,0.38,16.38,1.08,22.28,26.22,74.47473256631821,1.25,75.82,0.0,0.0,147.4,979.0,0.8844621513944222,0.7192118226600984,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,-1.2119136490783415,-0.3062112133440227,17.687596091191995,-1.3075960911919964
2020-08-25 06:00:00,24.0,63.0,15.12,20.72,23.35,9.48,3.45,0.4,18.27,1.25,32.17,26.48,74.57102964100386,1.68,64.72,0.0,0.0,277.35,979.4,1.2853598014888339,1.3724845995893225,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,-1.5191092066313496,-0.7174309850625852,17.65951275785866,0.610487242141339
2020-08-25 07:00:00,30.5,69.5,28.45,22.38,35.05,8.88,3.38,0.6,18.73,1.38,30.4,27.98,72.50789202943872,1.42,99.93,0.0,0.0,289.45,979.55,0.7599320882852292,0.8815533980582524,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,-1.3987272203432881,0.24487172778975216,17.624776646747552,1.1052233532524482
2020-08-25 08:00:00,31.0,74.5,10.9,21.8,20.45,8.93,3.3,0.4,17.95,1.28,24.6,30.12,67.30898080999022,1.4,115.02,0.0,0.0,290.65,979.7,1.8319327731092436,1.2065268065268067,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-1.2686242943098058,0.5921084359194243,17.59092942452533,0.3590705754746679
2020-08-25 09:00:00,30.5,77.0,6.92,20.25,16.42,10.95,3.5,0.45,9.43,0.78,19.02,31.32,60.44171283489104,1.7,116.3,0.0,0.0,290.02,980.0,2.5568181818181817,1.1366245694603903,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,-1.5240269316518489,0.7532210244011052,17.559311368969777,-8.129311368969777
2020-08-25 10:00:00,24.0,68.5,4.85,18.75,13.92,13.15,2.78,0.32,4.22,0.43,11.58,33.38,54.6782191261713,1.72,107.58,0.0,0.0,288.35,980.1,3.2051282051282053,0.8049597855227882,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-1.639669389562111,0.5195038911625338,17.519172480080883,-13.299172480080884
2020-08-25 11:00:00,22.5,73.5,8.52,35.82,26.0,13.28,2.72,0.5,5.6,1.08,19.68,30.5,50.38367846279161,1.27,142.5,0.0,0.0,287.05,979.78,3.762605042016807,0.7688888888888888,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,-0.7731270148410749,1.0075587421698688,17.48635303563644,-11.886353035636441
2020-08-25 12:00:00,27.0,85.5,8.25,40.3,28.18,13.9,1.4,0.65,6.9,1.62,42.15,31.22,47.4806751892297,1.52,144.5,0.0,0.0,289.2,979.4,4.356756756756757,1.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,-0.8826684926806286,1.2374555879016051,17.447047480080887,-10.547047480080886
2020-08-25 13:00:00,23.0,79.0,14.2,43.97,34.97,12.9,1.6,0.48,15.27,1.85,48.85,32.05,45.862894483245185,1.38,126.15,0.0,0.0,288.3,978.97,2.892763157894737,1.4095079232693912,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,-1.1143160595689412,0.8140637072040171,17.406630813414218,-2.136630813414218
2020-08-25 14:00:00,18.0,66.5,10.48,39.22,29.42,10.17,1.38,0.62,17.2,1.05,24.38,32.92,45.43017097545885,1.42,132.15,0.0,0.0,289.95,978.32,3.416376306620209,0.8359631821170282,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-1.0527745113230738,0.9529248807269451,17.376144702303108,-0.17614470230310886
2020-08-25 15:00:00,17.0,58.5,9.1,38.48,27.88,9.27,1.9,0.5,16.3,1.15,25.7,34.12,46.39399109661516,1.78,133.2,0.0,0.0,287.88,977.82,3.8099009900990097,0.9297091412742382,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,-1.297564156810113,1.2184938485530654,17.35308914674755,-1.0530891467475492
2020-08-25 16:00:00,17.5,60.0,11.68,40.85,31.25,9.07,1.6,0.65,16.85,1.08,21.15,32.18,48.75690274291034,1.95,137.7,0.0,0.0,284.98,977.58,3.221608832807571,0.6893023255813953,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-1.3123744013440586,1.4422806352082884,17.324825257858663,-0.4748252578586616
2020-08-25 17:00:00,18.0,65.0,12.82,43.0,33.33,10.58,2.72,0.7,12.08,1.05,21.08,31.0,52.7500416571107,1.35,136.73,0.0,0.0,277.92,977.68,3.1114327062228653,0.6446256918147393,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,-0.9253402173127837,0.9829778645643709,17.29670025785866,-5.21670025785866
2020-08-25 18:00:00,18.0,59.0,6.72,36.78,25.05,13.15,2.8,0.68,8.27,1.82,26.08,29.5,57.591436606043374,1.1,126.48,0.0,0.0,186.52,978.05,4.7642487046632125,1.0710172744721689,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.8844708883572483,0.6539963666936844,17.265769702303107,-8.995769702303107
2020-08-25 19:00:00,31.0,69.0,6.75,41.1,27.38,13.45,3.65,0.75,8.85,2.15,33.25,29.05,61.43245282822078,0.72,122.38,0.0,0.0,105.25,978.65,5.303225806451613,1.2473572938689217,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,-0.6080507372841656,0.38558306613255555,17.236811368969775,-8.386811368969775
2020-08-25 20:00:00,26.5,82.0,10.1,47.03,33.25,13.6,0.6,0.55,8.62,2.38,65.6,29.08,63.959792247036894,0.85,122.43,0.0,0.0,111.7,979.8,4.236936936936937,1.9848175182481749,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,-0.717440163794045,0.45582848899029316,17.206908591191997,-8.586908591191998
2020-08-25 21:00:00,20.0,72.0,11.42,44.72,33.1,12.75,,0.6,14.75,1.98,65.12,28.78,65.7103360558238,0.68,123.9,0.0,0.0,107.55,980.35,3.600644122383253,1.9677419354838712,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,-0.56440835386485,0.3792666741061893,17.173283591191993,-2.4232835911919928
2020-08-25 22:00:00,18.0,64.5,14.88,43.03,35.02,9.75,2.0,0.6,17.35,1.55,38.28,28.5,67.19195752810118,0.85,123.58,0.0,0.0,121.05,980.6,2.709697732997481,1.105774569683509,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,-0.7081472060454355,0.47013565549747816,17.147311368969774,0.20268863103022738
2020-08-25 23:00:00,18.5,57.0,5.72,35.08,23.35,8.85,3.6,0.38,18.15,1.48,26.05,27.88,68.36077896496968,0.32,245.32,0.0,0.0,122.28,980.35,5.220238095238095,1.1305954825462012,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,0.2907692752959189,0.13361597413440557,17.12143636896977,1.0285636310302273
2020-08-26 00:00:00,18.5,46.5,7.05,27.38,20.33,8.3,6.22,0.32,18.35,0.92,51.18,27.22,69.52849414261583,0.38,135.68,0.0,0.0,93.15,980.3,3.4012422360248444,2.442569151429911,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.2654927253721269,0.27187058092864774,17.092644702303105,1.257355297696897
2020-08-26 01:00:00,14.5,37.5,2.25,18.15,11.5,10.38,6.93,0.2,8.3,0.52,27.78,26.5,70.70107339941686,0.3,276.02,0.0,0.0,99.32,979.72,5.584615384615384,2.2640000000000002,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0.29834560423870643,-0.03146268315705359,17.06333914674755,-8.763339146747548
2020-08-26 02:00:00,15.0,39.5,6.15,30.35,21.15,14.8,6.9,0.25,8.57,0.57,66.05,26.5,71.79413285769479,0.25,230.5,0.0,0.0,115.98,979.65,4.244755244755245,3.0076749435665913,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.19290614584693,0.15901955506944096,17.038964146747553,-8.468964146747552
2020-08-26 03:00:00,15.0,42.5,3.38,23.52,15.28,13.45,6.4,0.35,6.92,0.7,52.35,26.5,72.79739691216918,0.52,161.2,0.0,0.0,84.18,979.65,5.36986301369863,3.2585995085995085,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,-0.16757816151986582,0.4922576152601621,17.005450257858662,-10.085450257858662
