Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,392.31,450.67,84.61,43.83,92.10,27.11,11.47,4.24,10.33,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02 00:00:00,458.86,497.51,91.25,50.60,101.10,34.24,12.00,4.51,11.47,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03 00:00:00,198.92,219.98,93.91,64.44,110.62,19.99,7.22,3.17,10.74,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-04 00:00:00,224.26,255.98,83.32,65.87,102.78,18.48,5.90,2.93,16.10,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-05 00:00:00,149.03,172.24,36.83,44.97,53.86,10.13,5.39,1.30,20.47,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-06 00:00:00,139.48,171.82,40.16,48.19,58.28,11.10,5.97,1.43,10.15,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-07 00:00:00,121.84,151.75,55.46,51.22,72.33,13.33,6.19,1.75,7.39,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-08 00:00:00,115.04,128.55,42.94,41.07,56.76,11.26,3.39,1.37,7.38,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-09 00:00:00,83.37,101.56,28.58,33.91,41.27,8.44,4.65,0.92,14.23,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-10 00:00:00,116.21,149.62,34.47,28.62,43.25,20.56,11.69,1.42,21.61,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-11 00:00:00,136.53,181.94,53.19,21.14,54.48,40.24,18.89,1.98,21.66,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-12 00:00:00,205.76,270.19,85.10,18.94,78.94,55.86,17.89,2.92,20.95,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-13 00:00:00,231.99,298.67,89.31,22.29,84.24,56.28,15.10,2.88,7.21,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-14 00:00:00,142.37,172.03,40.91,17.74,42.63,29.28,11.43,1.21,9.21,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-15 00:00:00,124.64,159.43,42.23,21.64,45.78,30.65,14.46,1.23,10.71,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-16 00:00:00,132.67,160.13,47.53,19.24,48.75,32.29,13.13,1.34,4.20,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-17 00:00:00,97.65,123.37,46.52,16.85,46.74,30.75,9.73,1.38,7.44,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-18 00:00:00,127.97,172.36,52.47,19.52,52.92,34.56,10.74,1.57,11.06,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-19 00:00:00,119.67,152.44,31.18,15.97,33.81,23.33,7.48,1.06,17.73,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-20 00:00:00,145.41,196.61,46.95,15.99,46.58,29.84,9.06,1.77,13.24,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-21 00:00:00,191.91,266.73,82.24,17.91,75.55,48.47,14.05,2.60,7.37,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-22 00:00:00,213.27,283.70,58.70,20.37,58.43,40.04,12.08,2.18,9.06,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-23 00:00:00,72.43,108.63,33.88,18.43,37.34,25.35,10.33,0.85,22.81,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-24 00:00:00,92.35,132.84,41.65,20.24,44.60,28.94,14.59,1.12,24.93,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-25 00:00:00,137.99,196.07,68.10,23.84,68.02,42.58,16.01,1.95,17.69,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-26 00:00:00,162.27,228.25,94.32,17.18,85.75,53.92,17.28,2.68,17.56,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-27 00:00:00,173.18,261.59,101.03,27.14,96.44,60.75,23.87,3.01,7.32,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-28 00:00:00,101.49,161.69,56.57,22.70,57.90,38.13,13.04,1.55,7.88,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-29 00:00:00,73.73,135.24,54.23,20.23,54.75,36.11,10.81,1.36,14.24,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-30 00:00:00,82.59,134.63,44.69,22.04,47.88,31.48,9.80,1.13,15.46,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-31 00:00:00,89.68,129.96,49.91,22.47,52.47,34.05,10.64,1.40,15.25,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-01 00:00:00,98.45,144.96,65.04,20.96,63.89,40.92,11.13,1.66,16.29,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
