Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-04-12,58.048611111111114,107.3611111111111,34.810069444444444,57.890625,59.09513888888889,63.109375,15.723958333333334,0.9361805555555556,20.448958333333334,7.085069444444444,,,,,,,,,,,,,,
2023-04-13,58.208333333333336,109.5763888888889,50.65113636363637,83.93181818181819,85.82045454545454,67.59318181818182,13.072916666666666,1.3220833333333333,22.73923611111111,8.440173611111112,,,,,,,,,,,,,,
2023-04-14,76.35069444444444,129.48263888888889,63.045370370370364,126.03240740740742,118.29814814814816,41.16759259259259,15.413194444444445,1.43625,21.411458333333332,9.689131944444444,,,,,,,,,,,,,,
2023-04-15,75.70486111111111,136.40217391304347,85.91527777777777,179.79756944444443,165.48333333333332,58.80144927536232,14.911111111111111,2.352847222222222,23.453125,9.700486111111111,,,,,,,,,,,,,,
2023-04-16,60.38194444444445,123.16666666666667,79.63680555555555,148.09201388888889,143.50833333333333,78.75659722222223,9.698263888888889,1.8624305555555554,19.921875,6.905520833333334,,,,,,,,,,,,,,
2023-04-17,51.204861111111114,120.11805555555556,86.83125,154.50069444444443,152.76006944444444,86.55416666666666,11.939236111111112,1.9937152777777778,24.434375,6.938124999999999,,,,,,,,,,,,,,
2023-04-18,48.02430555555555,117.74305555555556,78.30381944444444,125.73229166666665,130.50069444444446,105.53194444444443,9.778472222222222,1.6220138888888889,17.334375,6.657916666666666,,,,,,,,,,,,,,
2023-04-19,47.49305555555555,165.12152777777777,44.58263888888889,46.275,60.85486111111111,98.69895833333334,9.667013888888889,0.6071527777777778,27.02048611111111,3.9292708333333333,,,,,,,,,,,,,,
2023-04-20,29.1268115942029,77.04347826086956,41.853125,45.845486111111114,58.128125000000004,80.04618055555555,8.250347222222222,0.6703472222222223,22.380208333333332,4.235972222222222,,,,,,,,,,,,,,
2023-04-21,30.819444444444443,65.74305555555556,36.134375,51.64965277777778,56.85208333333333,57.94444444444445,10.040625,0.7256597222222222,27.634722222222223,2.839409722222222,,,,,,,,,,,,,,
2023-04-22,32.34375,65.17361111111111,30.508333333333336,48.96736111111111,50.85,47.21041666666667,10.047569444444445,0.6547222222222222,40.33923611111111,3.140034722222222,,,,,,,,,,,,,,
2023-04-23,20.711805555555554,46.5,27.809027777777775,46.53263888888889,47.36076388888889,42.575694444444444,5.475793650793651,0.6036111111111111,29.001041666666666,2.026736111111111,,,,,,,,,,,,,,
2023-04-24,44.06944444444445,80.30208333333333,48.04548611111111,104.71493055555555,94.75451388888888,43.87604166666667,11.771527777777777,1.1576388888888889,21.652430555555554,4.365659722222222,,,,,,,,,,,,,,
2023-04-25,50.354166666666664,83.13541666666667,45.02777777777778,86.51805555555556,82.62013888888889,41.280208333333334,10.05625,1.2822222222222222,31.142708333333335,4.4532638888888885,,,,,,,,,,,,,,
2023-04-26,72.15625,115.47916666666667,71.74166666666666,146.5559027777778,136.27048611111113,73.13229166666666,11.842361111111112,1.8164930555555554,29.521180555555556,6.459131944444445,,,,,,,,,,,,,,
2023-04-27,71.79166666666667,117.92708333333333,53.661458333333336,104.30451388888889,99.10486111111112,55.37777777777777,8.219097222222222,1.3064583333333333,31.86215277777778,6.433506944444445,,,,,,,,,,,,,,
2023-04-28,64.95833333333333,96.43560606060606,49.54431818181818,94.46742424242424,90.52462121212122,54.977380952380955,10.914393939393939,1.4622916666666668,18.757196969696967,6.287765151515152,,,,,,,,,,,,,,
2023-04-29,53.298611111111114,94.74652777777777,49.27007575757575,87.26363636363637,86.4715909090909,59.90871212121212,9.320833333333333,1.108611111111111,13.282954545454546,5.671884057971014,,,,,,,,,,,,,,
2023-04-30,38.88888888888889,61.291666666666664,39.34826388888889,59.87951388888889,63.84166666666667,62.96111111111111,10.09375,0.8267708333333333,25.258333333333336,4.663125,,,,,,,,,,,,,,
2023-05-01,39.29513888888889,70.375,42.09166666666667,49.072916666666664,60.32534722222223,71.31631944444445,5.107638888888888,0.8591319444444445,5.777430555555555,3.7318402777777777,,,,,,,,,,,,,,
2023-05-02,34.56597222222222,65.34722222222221,41.028819444444444,45.32083333333333,57.422222222222224,71.84236111111112,8.581746031746032,0.7688541666666667,9.109722222222222,3.3397916666666667,,,,,,,,,,,,,,
2023-05-03,38.083333333333336,68.45486111111111,43.359375,62.82743055555556,68.63854166666667,53.53854166666667,9.359126984126984,1.0446527777777777,7.252083333333334,4.358472222222223,,,,,,,,,,,,,,
2023-05-04,47.59027777777778,85.23263888888889,41.86701388888889,75.43645833333333,74.159375,47.64618055555556,9.950347222222222,1.3369444444444445,22.710069444444443,5.351388888888889,,,,,,,,,,,,,,
2023-05-05,70.81944444444444,100.19097222222223,46.841319444444444,76.57951388888888,78.81388888888888,56.18472222222223,11.50138888888889,1.4308680555555557,29.804166666666664,6.1229861111111115,,,,,,,,,,,,,,
2023-05-06,77.18402777777779,113.11458333333333,40.283680555555556,64.75138888888888,67.19548611111111,53.903819444444444,12.782986111111112,1.2009027777777777,18.54722222222222,7.278090277777778,,,,,,,,,,,,,,
2023-05-07,45.322916666666664,82.85763888888889,37.72430555555555,63.98229166666667,64.69791666666667,40.645833333333336,10.190277777777778,0.9598958333333333,26.052430555555556,3.2899305555555554,,,,,,,,,,,,,,
2023-05-08,45.87152777777778,88.3125,48.701388888888886,90.4513888888889,87.70833333333333,45.46458333333334,11.694791666666667,1.2356944444444444,11.341666666666667,4.1951736111111115,,,,,,,,,,,,,,
2023-05-09,81.84583333333333,120.19583333333333,51.57159090909091,87.75984848484849,88.59848484848486,62.08522727272727,12.744927536231884,1.2210869565217393,28.543478260869566,7.107789855072463,,,,,,,,,,,,,,
2023-05-10,85.27430555555556,109.58680555555556,40.78194444444444,71.02395833333334,70.91701388888889,50.6231884057971,13.951041666666667,1.189375,26.659375,5.800486111111112,,,,,,,,,,,,,,
2023-05-11,126.05902777777777,168.73263888888889,69.3951388888889,145.71458333333334,133.85208333333333,67.91562499999999,13.735069444444443,2.2469444444444444,23.10625,9.366145833333333,,,,,,,,,,,,,,
2023-05-12,89.57352941176471,125.1470588235294,79.0720588235294,152.53088235294118,145.20441176470587,102.6779411764706,11.19558823529412,1.849705882352941,29.35735294117647,6.563088235294118,,,,,,,,,,,,,,
2023-05-13,83.67592592592592,125.39814814814814,112.89583333333333,129.88854166666667,160.8375,38.56547619047619,33.42,2.4171666666666667,18.0125,7.599259259259259,,,,,,,,,,,,,,
2023-05-14,99.2013888888889,143.375,86.67083333333333,64.49895833333333,101.89340277777778,47.040625,13.067013888888889,1.4921875,26.34166666666667,8.762222222222222,,,,,,,,,,,,,,
