PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Leighton_ratio,VOC_NOx_ratio,O3_lag1,NOx_lag1
154.90277777777777,203.15625,48.812847222222224,67.99479166666667,75.84652777777778,37.63368055555556,9.743402777777778,1.4308333333333334,7.382638888888889,3.7044791666666654,5.223113447768746,0.0482062010319992,6.060714285714285,144.35347222222222
110.28472222222224,159.93402777777777,38.07753623188405,54.20326086956521,59.7927536231884,29.869927536231884,4.931578947368421,1.1481159420289857,27.82717391304348,3.999673913043479,19.19434117141126,0.0657919517486352,7.382638888888889,75.84652777777778
192.57291666666663,204.66304347826087,38.8,75.44513888888889,71.67916666666666,32.92361111111111,13.109027777777778,1.3795833333333334,18.87743055555556,4.635243055555556,9.581306492491892,0.0637767776949683,27.82717391304348,59.7927536231884
395.7142857142857,427.2291666666667,58.013888888888886,132.1704861111111,117.46527777777776,47.12083333333334,14.413194444444445,2.418645833333333,23.61875,6.977048611111111,10.2891832733208,0.0588953045313324,18.87743055555556,71.67916666666666
270.2717391304348,334.0217391304348,64.42717391304348,155.6478260869565,135.16739130434783,54.47282608695652,29.28368055555556,2.462717391304348,29.089583333333334,8.331630434782609,11.96415993308631,0.0611866788000702,23.61875,117.46527777777776
291.53472222222223,359.2048611111111,67.275,117.46785714285714,117.17619047619048,32.47440476190476,19.278472222222224,2.239055555555556,33.061458333333334,7.373095238095238,18.77479396536131,0.0623906999234395,29.089583333333334,135.16739130434783
360.2083333333333,448.28125,91.48229166666664,163.8125,160.7923611111111,41.50902777777778,14.359375,2.064824561403509,33.16770833333333,7.375729166666667,18.41036309542619,0.0455876230250535,33.061458333333334,117.17619047619048
215.55952380952385,304.7976190476191,125.42888888888888,257.6555555555556,239.02444444444444,56.34388888888888,49.680092592592594,3.2614102564102563,22.855263157894736,7.524739583333333,11.083118848928668,0.0313498885530177,33.16770833333333,160.7923611111111
184.3368055555556,251.29513888888889,65.31666666666666,152.67604166666666,135.20277777777778,35.83368055555555,7.764583333333333,2.155798611111112,54.55486111111111,5.431805555555556,23.187359848647457,0.0398802847062182,22.855263157894736,239.02444444444444
154.94444444444443,225.85416666666663,95.078125,210.41701388888887,189.2225694444444,45.36701388888889,10.75625,2.6101041666666664,50.06805555555555,5.094479166666667,22.516526731003268,0.0267816757051772,54.55486111111111,135.20277777777778
170.07638888888889,264.26736111111114,95.05347222222224,208.3451388888889,189.28263888888887,53.47569444444445,14.166319444444444,2.9166319444444446,57.40729166666667,6.803298611111111,26.065866314128836,0.0357536486294145,50.06805555555555,189.2225694444444
208.6875,294.3958333333333,39.26557971014493,77.97246376811594,73.40289855072464,31.201811594202898,12.340625,1.6678125,34.55243055555555,6.954768518518518,17.179674426039263,0.0934744298137398,57.40729166666667,189.28263888888887
180.88541666666663,257.4791666666667,50.60138888888889,108.07222222222224,98.61770833333333,30.37222222222222,13.903472222222222,2.2375000000000003,36.25798611111112,5.591354166666666,16.82100555170009,0.0561281147720975,34.55243055555555,73.40289855072464
195.8368055555556,284.2291666666667,107.03993055555556,260.3114583333333,226.2017361111111,59.12430555555556,17.733680555555555,3.7021527777777776,25.496875000000003,9.672465277777777,10.444179320687455,0.0425721451047695,36.25798611111112,98.61770833333333
216.00694444444449,322.64236111111114,130.74618055555555,279.73939393939395,251.77427536231883,73.17430555555556,13.674305555555556,4.119340277777778,32.76493055555556,10.2290625,15.259310302677768,0.0404671815806334,25.496875000000003,226.2017361111111
228.0,310.78125,76.81458333333333,184.34201388888889,161.5611111111111,48.73506944444444,13.425,1.1325,26.962847222222223,8.345972222222223,11.174691757136928,0.051340521513277,32.76493055555556,251.77427536231883
292.97569444444446,380.1458333333333,126.059375,276.4609848484848,252.2032608695652,72.01423611111112,15.576041666666669,0.2505208333333333,19.31354166666667,9.179097222222223,8.774757982157267,0.0362518918227942,26.962847222222223,161.5611111111111
315.28472222222223,377.6666666666667,70.10381944444444,129.07847222222222,125.65381944444444,50.52881944444445,11.450347222222222,0.2703125,10.833680555555556,7.537465277777778,5.8386477993682,0.059512340889838,19.31354166666667,252.2032608695652
257.8809523809524,292.8901515151515,31.266319444444445,17.26909722222222,34.52465277777778,19.40833333333333,13.270138888888887,0.9679166666666666,9.276736111111113,4.938159722222222,15.876503974099066,0.1390065584345769,10.833680555555556,125.65381944444444
184.29513888888889,263.45486111111114,55.02256944444445,73.40381944444444,83.77777777777779,48.00694444444445,10.89409722222222,2.969513888888889,11.286458333333334,6.2809375,8.346479281098674,0.0740870740498034,9.276736111111113,34.52465277777778
231.7708333333333,326.5416666666667,66.18993055555556,98.096875,105.99131944444444,62.54236111111111,12.981944444444444,3.3676041666666667,10.261111111111113,10.363368055555556,6.853719977217083,0.0968617651354114,11.286458333333334,83.77777777777779
237.98263888888889,319.54513888888886,37.43020833333333,33.10659722222223,47.989236111111104,26.45069444444444,15.177430555555556,1.7366319444444445,18.525694444444444,7.626145833333333,20.330981658980384,0.1556698254293389,10.261111111111113,105.99131944444444
160.89236111111111,242.1284722222222,48.15208333333334,56.87569444444444,69.39166666666667,38.85347222222222,12.356597222222222,2.158055555555556,16.835069444444446,8.433958333333333,14.006633952176404,0.1198147271220551,18.525694444444444,47.989236111111104
139.63541666666666,210.3333333333333,44.54826388888889,53.37361111111111,64.59965277777778,35.13888888888889,11.542361111111113,1.9427777777777773,18.700694444444444,6.553229166666667,15.321466681957252,0.099897314835889,16.835069444444446,69.39166666666667
143.86458333333334,218.25,42.01631944444444,44.85277777777778,58.09618055555556,32.528125,11.97013888888889,1.841805555555556,18.08888888888889,5.200208333333333,16.57540874915019,0.0879956755994523,18.700694444444444,64.59965277777778
119.12318840579712,186.8876811594203,34.27424242424242,29.53787878787879,43.56704545454546,21.14734848484849,25.540625,1.3207954545454546,23.056060606060605,6.036628787878788,25.877010516978263,0.1354505044323754,18.08888888888889,58.09618055555556
152.04861111111111,219.22569444444449,37.65,56.13988095238096,60.257738095238096,20.694047619047616,13.176041666666668,1.675297619047619,39.384523809523806,4.41077380952381,25.95082973071513,0.0720035369681187,23.056060606060605,43.56704545454546
190.0625,268.22222222222223,44.171875,78.68472222222222,77.70034722222222,27.2375,15.786805555555556,2.087673611111111,22.44375,6.150104166666668,12.44131236056159,0.0781458326899235,39.384523809523806,60.257738095238096
175.9375,256.55555555555554,44.925,82.51701388888888,80.31736111111111,26.96770833333333,13.073263888888889,2.021284722222222,25.141666666666666,8.0315625,13.52406321067314,0.0987681153231935,22.44375,77.70034722222222
174.1159420289855,247.0434782608696,37.26319444444445,59.68125,62.03368055555556,21.25208333333333,12.174652777777778,1.6230902777777778,27.63958333333333,7.730520833333333,16.972939221150288,0.1226411144835488,25.141666666666666,80.31736111111111
168.94097222222223,239.8680555555556,39.31041666666667,67.62569444444445,67.75729166666666,22.234375,16.03611111111111,1.7930902777777775,24.41111111111111,6.123993055555555,13.983260305670523,0.0890668161457623,27.63958333333333,62.03368055555556
175.17708333333334,270.58680555555554,59.790625,147.88750000000002,127.27881944444444,41.02534722222222,15.889930555555557,2.911840277777778,21.20625,6.938020833333333,8.516060390605322,0.0540854746199007,24.41111111111111,67.75729166666666
235.26041666666663,343.1319444444444,78.94270833333333,212.32326388888887,177.11215277777777,57.35729166666667,13.952777777777778,3.3817013888888887,13.136111111111113,7.822152777777778,4.861167831272419,0.0439170076594218,21.20625,127.27881944444444
307.5705128205128,424.37179487179486,68.26987179487179,168.7467948717949,146.84166666666667,46.31217948717949,41.80595238095238,2.662777777777778,11.132051282051282,10.612083333333333,4.477160905533292,0.0717800574939405,13.136111111111113,177.11215277777777
307.5705128205128,424.37179487179486,68.26987179487179,168.7467948717949,146.84166666666667,46.31217948717949,41.80595238095238,2.662777777777778,11.132051282051282,10.612083333333333,4.477160905533292,0.0717800574939405,11.132051282051282,146.84166666666667
307.5705128205128,424.37179487179486,68.26987179487179,168.7467948717949,146.84166666666667,46.31217948717949,41.80595238095238,2.662777777777778,11.132051282051282,10.612083333333333,4.477160905533292,0.0717800574939405,11.132051282051282,146.84166666666667
238.16666666666663,366.5166666666667,80.11145833333333,225.7552083333333,185.21354166666663,59.266666666666666,33.625,3.207395833333333,13.323958333333334,3.34952380952381,4.707286508219064,0.0179875415050085,11.132051282051282,146.84166666666667
229.9722222222222,312.40277777777777,48.25798611111111,108.37638888888888,96.86805555555556,33.668055555555554,22.78333333333333,1.2785763888888888,20.372222222222224,4.0711458333333335,8.988433674210839,0.0415983112183353,13.323958333333334,185.21354166666663
168.17013888888889,235.3680555555556,31.552777777777777,41.20104166666667,47.317708333333336,18.61840277777777,18.159027777777776,0.8242708333333333,18.716666666666665,4.194340277777778,13.994034288033742,0.0868075167978153,20.372222222222224,96.86805555555556
146.12847222222223,218.66666666666663,35.91354166666667,51.93194444444444,56.81909722222222,20.921875,14.39826388888889,1.5321180555555556,38.78194444444444,3.677013888888889,26.312975885133778,0.0635951452987346,18.716666666666665,47.317708333333336
175.1875,254.47569444444449,41.37395833333333,73.99236111111111,72.98854166666666,26.677777777777777,13.946527777777776,1.871944444444444,21.43125,4.1379166666666665,11.823812870986858,0.0559264525757085,38.78194444444444,56.81909722222222
286.53819444444446,390.6979166666667,58.284375,133.34305555555554,118.31979166666666,53.39930555555555,14.829166666666666,2.8084375,18.404166666666665,3.9289583333333336,7.984598438129995,0.0329279684321719,21.43125,72.98854166666666
398.6875,533.9236111111111,66.32608695652173,162.54492753623188,140.38405797101447,88.98985507246377,11.978030303030302,3.7814130434782607,16.546739130434784,3.5741287878787875,6.71057473286025,0.025279574226194,18.404166666666665,118.31979166666666
345.75,448.0615942028985,53.16022727272727,132.77613636363637,113.8409090909091,74.26401515151515,35.719791666666666,3.876590909090909,12.542708333333335,5.290492424242424,4.98424639655519,0.0460680124018734,16.546739130434784,140.38405797101447
330.22569444444446,427.0729166666667,29.93958333333333,72.24131944444444,62.77361111111111,43.47986111111111,10.83159722222222,4.3279385964912285,18.290625,11.17875,7.476840881077108,0.1752880196876974,12.542708333333335,113.8409090909091
255.79861111111111,328.29513888888886,19.11111111111111,32.09548611111111,32.60590277777778,24.048263888888886,18.18015873015873,1.948368055555556,19.28229166666667,7.106180555555556,11.134630785640596,0.2114563207108539,18.290625,62.77361111111111
283.4270833333333,374.0138888888889,23.490277777777777,48.8875,45.10590277777778,32.014583333333334,16.4375,2.5721527777777777,16.345833333333335,8.918229166666666,7.696680842079865,0.1934292276989117,19.28229166666667,32.60590277777778
296.3478260869565,395.4710144927536,18.943402777777777,33.13298611111112,33.034375000000004,25.367708333333336,14.104861111111113,1.6002083333333337,10.556944444444444,10.318645833333331,5.858979055120956,0.3031830563462185,16.345833333333335,45.10590277777778
236.6909722222222,318.23611111111114,15.21376811594203,19.75797101449276,22.88297101449275,18.12427536231884,16.976449275362317,1.4617361111111111,16.72391304347826,6.322971014492754,12.257158219221742,0.2647480922978898,10.556944444444444,33.034375000000004
265.8125,371.0,16.985069444444445,25.37534722222222,27.303472222222226,20.09027777777778,13.08514492753623,1.8467708333333333,11.776388888888889,6.652152777777778,7.583702364078642,0.2350295654734156,16.72391304347826,22.88297101449275
268.81060606060606,371.35606060606057,13.923263888888888,16.40625,20.04305555555556,13.475347222222224,19.749305555555555,1.5678124999999998,12.094791666666666,5.5153125,9.674626990657623,0.2620965612830835,11.776388888888889,27.303472222222226
220.21875,309.68055555555554,15.359375,21.47083333333333,23.907638888888886,17.371875,17.256249999999998,1.4605902777777775,8.917708333333334,5.672951388888889,6.095476051131096,0.2277595003763906,12.094791666666666,20.04305555555556
167.55,245.29,13.29,15.86,19.24,15.57,17.65,1.01,17.95,3.64,14.149199288256224,0.1798418972332016,8.917708333333334,23.907638888888886
171.36,243.84,13.88,18.87,21.32,23.65,22.77,1.17,39.83,3.55,27.822868646200305,0.1590501792114695,17.95,19.24
190.08,246.87,14.08,20.31,22.25,25.45,17.37,1.59,18.77,4.35,12.401764429845144,0.1870967741935483,39.83,21.32
208.13,281.76,13.83,19.48,21.61,25.87,14.7,1.35,15.9,5.26,10.737158203125,0.232640424590889,18.77,22.25
112.62,193.48,13.67,17.92,20.64,26.46,14.94,1.12,15.9,3.78,11.488002114164903,0.1746765249537892,15.9,21.61
114.73,178.58,13.33,17.96,20.4,25.86,15.02,0.94,14.82,3.32,10.419335443037976,0.1551401869158878,15.9,20.64
119.95,192.43,13.41,18.45,20.73,26.23,12.85,0.5,31.53,3.6,21.73867866323908,0.1656695812241141,14.82,20.4
175.16,285.76,15.77,26.68,27.0,32.67,13.76,1.43,14.46,4.92,8.238229768786127,0.1757142857142857,31.53,20.73
110.67,156.41,12.66,15.56,18.57,23.02,12.91,1.13,14.71,3.4,11.2456884057971,0.173735309146653,14.46,27.0
108.25,163.72,12.73,16.17,18.95,23.82,13.1,1.26,35.46,3.33,26.29037856726849,0.1669172932330827,14.71,18.57
159.13,224.01,13.0,18.62,20.47,27.39,7.91,1.68,50.91,5.17,33.732415902140666,0.2408011178388449,35.46,18.95
148.46,214.13,14.65,24.64,25.01,32.77,13.49,1.87,25.93,5.3,14.815698127925115,0.2037677816224528,50.91,20.47
310.19,433.02,20.0,43.27,39.28,49.56,12.6,3.43,19.7,8.27,8.899932234018522,0.205312810327706,25.93,25.01
303.69,394.02,17.96,36.78,34.17,42.6,15.47,2.92,23.92,8.44,11.371180518793016,0.2399772533409155,19.7,39.28
250.29,315.01,15.75,29.61,28.55,36.0,15.78,2.18,23.93,5.59,12.312887945115977,0.1891708967851099,23.92,34.17
272.77,343.22,19.41,39.03,36.54,44.37,13.3,2.26,19.01,6.13,9.217689233075191,0.1632924880127863,23.93,28.55
203.11,263.92,14.18,22.61,23.56,29.3,13.79,1.31,25.35,3.52,15.225031766200765,0.1433224755700325,19.01,36.54
197.12,258.34,14.92,25.81,25.85,31.88,11.87,1.09,29.95,3.43,16.6674375233122,0.1277467411545624,25.35,23.56
224.86,288.74,17.26,35.2,32.76,30.3,37.09,0.85,28.86,4.07,13.760320441988949,0.1205568720379147,29.95,25.85
198.56,249.62,22.41,52.26,46.02,29.64,24.39,1.78,31.33,3.57,13.1826004506196,0.0759251382390472,28.86,32.76
155.02,213.72,22.41,49.87,44.74,27.73,15.21,1.68,30.01,5.36,13.220446235502264,0.1171840839527765,31.33,46.02
89.26,133.62,22.0,48.41,43.62,26.6,16.25,1.57,34.6,3.13,15.405788301963169,0.0701479157328552,30.01,44.74
221.71,295.16,18.47,32.11,32.09,26.51,15.77,1.73,35.69,4.58,19.90922077922077,0.1384103958899969,34.6,43.62
178.14,245.93,21.61,41.8,39.8,27.35,13.55,1.89,32.51,6.13,16.41451168224299,0.1502450980392157,35.69,32.09
168.36,221.09,26.21,69.46,58.25,31.25,14.43,2.22,34.76,5.62,12.93016747090548,0.0948523206751054,32.51,39.8
268.99,333.99,40.16,135.02,104.47,44.3,18.35,3.44,37.03,8.63,10.93313336274077,0.0818242154167061,34.76,58.25
149.2,190.71,34.54,102.21,82.45,34.21,14.69,2.15,42.84,7.18,14.336727061331269,0.0860395446375074,37.03,104.47
233.8,276.17,47.7,169.87,129.14,46.01,16.18,2.39,28.7,8.85,8.011880376894716,0.0680036883356385,42.84,82.45
186.45,228.91,24.92,52.83,48.36,29.9,17.4,0.58,30.48,5.24,14.110377113133945,0.106158833063209,28.7,129.14
214.25,260.27,29.54,67.84,60.11,33.96,16.03,1.86,26.86,7.3,11.52592097617664,0.1194567173948617,30.48,48.36
215.23,280.19,32.29,78.67,68.1,30.85,20.76,2.29,25.21,7.43,10.217533576001005,0.1075253256150506,26.86,60.11
109.37,139.53,24.78,38.39,40.52,19.8,11.25,1.14,23.35,1.97,14.68933739527799,0.0474470134874759,25.21,68.1
76.91,99.19,23.29,36.15,38.13,19.47,13.15,1.3,24.5,4.44,15.359488559892329,0.1134679274214158,23.35,40.52
76.61,110.72,23.46,40.21,40.43,19.96,17.64,1.55,28.0,4.12,15.939820431933995,0.0994448467294231,24.5,38.13
109.94,138.05,30.51,64.23,58.96,23.1,16.83,1.61,22.69,6.61,10.612783995094285,0.1102401601067378,28.0,40.43
61.89,82.75,21.47,16.0,25.92,11.97,19.8,0.87,24.41,2.54,30.82839411764705,0.0943536404160475,22.69,58.96
52.27,74.11,21.61,23.99,30.17,11.54,15.88,1.04,35.98,2.97,31.113557422969187,0.095283926852743,24.41,25.92
63.07,88.98,19.61,15.57,23.16,9.1,12.42,0.82,57.36,2.92,67.88350030175015,0.1208609271523178,35.98,30.17
54.32,75.43,18.48,10.73,19.22,8.07,19.81,0.77,65.19,1.89,102.7034271099744,0.0934718100890207,57.36,23.16
73.03,100.51,25.64,43.15,43.64,12.76,18.86,1.8,66.34,4.05,38.5267859569649,0.0907258064516128,65.19,19.22
170.59,206.92,38.04,105.18,86.2,21.02,16.61,2.25,53.43,7.93,19.141808250141267,0.090940366972477,66.34,43.64
128.41,153.13,27.35,45.18,45.58,13.02,19.55,1.76,57.05,5.14,33.787732784755306,0.1103477887505367,53.43,86.2
126.6,154.28,28.14,48.65,48.36,13.76,18.82,1.81,40.04,4.61,22.693365558912387,0.0933954619124797,57.05,45.58
158.16,178.33,35.11,79.71,70.91,17.85,12.79,2.76,39.28,7.64,17.087359682815016,0.1062439160061187,40.04,48.36
138.54,143.77,28.45,44.32,46.58,11.77,12.58,1.8,51.88,7.67,32.56809355692851,0.1612021857923497,39.28,70.91
123.1,195.78,27.1,36.35,40.66,8.82,16.71,1.53,46.61,5.27,33.818768406961176,0.1265002400384061,51.88,46.58
141.29,225.32,28.85,48.25,48.93,17.09,11.14,1.84,45.62,5.51,26.72359390862944,0.1103544962948127,46.61,40.66
134.6,213.48,32.34,72.29,64.21,27.77,21.77,1.97,42.57,5.49,18.78446991404012,0.0841895414813679,45.62,48.93
147.93,243.59,40.28,119.24,96.14,38.47,16.48,2.22,31.26,4.12,10.471996007984034,0.0424130121474161,42.57,64.21
110.81,199.15,27.79,30.43,38.75,16.4,11.82,1.16,36.27,2.28,32.06946547884187,0.0573584905660377,31.26,96.14
169.92,246.18,31.96,41.22,47.88,19.85,13.33,2.02,19.87,3.93,15.041335859782096,0.0804009819967266,36.27,38.75
110.64,192.63,27.77,25.49,35.87,12.97,13.3,0.92,37.45,3.71,39.25958852397131,0.1006238133984269,19.87,47.88
66.98,139.81,27.92,22.35,34.23,12.55,11.43,0.87,54.0,2.95,64.56873661670235,0.0837354527391427,37.45,35.87
66.27,129.56,22.1,35.62,36.71,16.23,11.11,1.11,30.5,3.54,18.406608410704536,0.0938743038981702,54.0,34.23
96.75,188.15,14.43,96.54,63.09,27.5,9.36,1.95,27.92,4.44,4.130465450071766,0.0692775784053674,30.5,36.71
91.79,167.25,12.92,77.05,51.5,25.56,13.34,1.56,29.51,3.72,4.884935297885971,0.0708571428571428,27.92,63.09
81.32,160.46,12.68,75.95,50.67,26.43,11.32,1.78,28.21,3.01,4.648509421702404,0.0582543061737952,29.51,51.5
69.27,118.68,11.33,52.22,36.97,20.33,10.51,1.12,25.56,2.48,5.441465614430665,0.065314722149065,28.21,50.67
62.74,112.06,10.88,41.12,30.67,17.99,8.28,1.12,29.04,2.42,7.501310541310541,0.0764130091569308,25.56,36.97
70.64,128.8,12.58,55.79,39.88,20.43,9.64,1.43,32.21,3.82,7.13509068497975,0.0934442270058708,29.04,30.67
108.55,194.53,16.38,123.24,78.87,29.36,14.36,1.76,29.09,5.05,3.83527205408886,0.0632277450857643,32.21,39.88
55.22,85.83,13.02,47.97,36.05,14.86,11.98,0.85,17.03,1.36,4.527886461098632,0.0367071524966261,29.09,78.87
57.95,134.93,12.14,41.38,31.84,15.77,10.83,0.79,23.55,1.33,6.746035865974517,0.0404993909866017,17.03,36.05
49.95,107.65,11.98,50.53,36.59,17.75,7.4,0.9,37.03,1.74,8.608954007374345,0.0462889066241021,23.55,31.84
53.6,107.64,10.36,35.49,27.2,16.74,11.35,0.78,39.25,1.82,11.143600986571665,0.0645390070921985,37.03,36.59
67.53,117.87,10.15,36.41,27.6,18.07,12.89,0.93,40.33,2.41,10.942248062015503,0.0842657342657342,39.25,27.2
84.36,156.65,12.18,70.11,47.18,22.68,13.14,1.22,31.77,3.05,5.441690338911545,0.0633042756330427,40.33,27.6
63.66,121.59,11.74,47.66,34.81,17.76,14.23,0.91,33.61,2.33,8.10894780106864,0.0650656241273387,31.77,47.18
57.72,102.44,11.57,38.89,30.01,14.82,9.83,0.86,39.32,2.8,11.40467285033843,0.0902934537246049,33.61,34.81
88.17,150.74,12.83,53.29,38.75,17.08,13.18,1.17,35.59,3.59,8.410751519616873,0.090314465408805,39.32,30.01
96.54,168.61,13.54,72.99,49.82,21.63,10.71,1.25,30.93,3.29,5.660118934991215,0.0647382920110192,35.59,38.75
89.73,155.2,11.35,51.31,35.13,17.52,11.93,1.01,33.36,2.85,7.238310074555533,0.0788818156656518,30.93,49.82
80.01,138.17,12.45,69.86,47.1,23.6,12.06,1.31,28.65,2.56,5.033763759525825,0.0532224532224532,33.36,35.13
47.43,104.81,12.62,78.98,50.71,24.08,11.11,1.2,30.89,3.29,4.874116029007252,0.0636240572423129,28.65,47.1
35.78,83.25,11.27,46.66,32.62,16.98,10.56,0.82,34.81,2.75,8.231403692824172,0.0817965496728138,30.89,50.71
69.61,137.88,11.19,56.64,37.85,19.8,16.31,1.03,38.56,3.73,7.48588480222068,0.096010296010296,34.81,32.62
76.35,135.69,11.95,52.24,36.07,16.74,13.11,0.96,36.7,3.16,8.237509391435012,0.0852441327218775,38.56,37.85
90.04,154.84,10.73,50.83,34.22,21.04,14.15,1.13,33.03,3.06,6.837968358093768,0.0868824531516184,36.7,36.07
103.46,183.88,12.84,70.87,46.93,21.03,14.22,1.33,34.6,4.53,6.181494364825379,0.0945128312121844,33.03,34.22
101.85,187.54,14.07,90.29,59.38,26.41,13.56,1.57,31.38,5.0,4.836418008544199,0.0828088771116263,34.6,46.93
99.09,173.78,13.25,77.93,52.12,22.89,10.56,1.35,14.0,2.86,2.3501837070822247,0.0538403614457831,31.38,59.38
118.42,188.47,12.48,63.99,43.3,21.71,13.22,1.67,25.23,2.96,4.844905370056932,0.0668171557562076,14.0,52.12
126.32,199.66,13.23,84.35,54.84,23.82,15.29,1.3,33.16,4.23,5.140091388400704,0.0757521489971346,25.23,43.3
84.96,166.42,10.71,55.01,36.6,22.42,13.52,1.12,26.23,2.75,5.01559185859668,0.0731382978723404,33.16,54.84
116.98,145.39,10.0,51.33,32.84,19.7,13.38,1.05,32.32,2.68,6.176189566214409,0.0791962174940898,26.23,36.6
90.52,131.24,11.22,49.29,33.76,18.34,10.99,0.98,38.2,2.41,8.52264863790018,0.0693325661680092,32.32,32.84
73.5,133.51,11.2,70.12,45.87,25.74,17.08,1.16,32.69,3.35,5.148031496062991,0.0714742905909963,38.2,33.76
66.42,131.67,13.38,50.37,36.83,13.08,19.2,0.91,39.95,3.54,10.405509051975864,0.0935765265662172,32.69,45.87
67.69,134.29,11.94,62.52,42.95,24.2,15.83,1.17,30.71,3.94,5.772629093198992,0.0896473265073947,39.95,36.83
75.44,166.52,15.2,70.34,49.02,19.39,12.99,1.46,34.33,3.98,7.314493972525931,0.0795681727309076,30.71,42.95
105.04,153.13,13.79,65.72,44.71,18.58,18.85,1.12,34.72,3.95,7.176091127098321,0.0864143513454386,34.33,49.02
43.03,77.79,12.8,44.58,32.9,15.84,9.39,0.72,34.23,1.85,9.612637121544536,0.0545722713864306,34.72,44.71
37.17,66.03,14.19,47.79,36.41,13.6,14.65,0.92,36.24,2.75,10.53997950399672,0.0735097567495322,34.23,32.9
51.27,72.77,14.94,74.4,48.48,18.24,17.04,1.3,34.89,3.39,6.913217506631298,0.0685125303152789,36.24,36.41
42.11,60.71,13.4,52.29,38.36,16.68,10.37,1.1,36.03,3.53,9.05989866766748,0.0896849593495934,34.89,48.48
52.94,76.35,11.32,41.52,31.22,18.73,15.16,0.89,31.92,2.79,8.497986829727187,0.0865921787709497,36.03,38.36
53.89,77.77,10.78,36.19,27.89,18.09,12.36,0.85,38.79,2.68,11.24378058617908,0.0927656628591208,31.92,31.22
57.36,78.54,11.8,62.08,42.09,22.85,12.51,1.2,35.45,3.92,6.631420418516171,0.0909723833836156,38.79,27.89
64.31,95.47,11.99,63.93,41.32,21.97,16.19,1.17,32.65,3.27,6.029162174649622,0.0772684310018903,35.45,42.09
102.14,152.2,13.78,94.25,61.3,28.69,20.37,1.66,25.02,4.2,3.619691338582677,0.0674157303370786,32.65,41.32
89.52,154.18,16.72,95.32,62.75,23.69,19.78,1.7,44.02,3.38,7.641345514950167,0.0530196078431372,25.02,61.3
84.27,153.32,15.06,98.97,64.82,27.6,15.79,1.46,39.94,3.31,6.016769030709213,0.0502886660589486,44.02,62.75
102.84,186.98,15.43,94.6,62.69,27.21,22.21,1.91,30.47,3.71,4.9179089958159,0.0582509028104883,39.94,64.82
67.58,126.0,17.06,88.97,61.17,21.31,10.84,1.06,22.75,2.99,4.313826831165944,0.0480939359819848,30.47,62.69
64.48,116.3,18.92,62.91,48.85,9.4,9.95,1.07,11.66,2.89,3.451841652323581,0.0579739217652958,22.75,61.17
95.47,170.2,17.33,80.65,56.84,20.23,7.93,1.73,24.12,3.73,5.119407225964482,0.0644882434301521,11.66,48.85
70.96,134.63,15.93,73.8,51.51,17.75,9.77,0.95,24.93,3.06,5.309290106951872,0.0582746143591696,24.12,56.84
29.63,85.14,14.93,47.4,37.18,13.83,13.04,0.74,33.82,2.06,10.43249173553719,0.0539549502357255,24.93,51.51
40.55,123.67,14.98,59.72,43.81,16.73,11.11,1.01,26.66,2.73,6.577187088274045,0.0609239009149743,33.82,37.18
43.58,142.84,16.97,79.82,56.24,17.56,14.65,1.3,19.57,2.48,4.109167285325414,0.0433263452131376,26.66,43.81
51.25,144.88,15.71,59.23,44.27,14.72,12.87,1.26,28.86,2.65,7.527653993026731,0.0585376629114203,19.57,56.24
38.66,87.94,18.86,67.82,51.33,11.5,12.73,1.07,39.03,1.77,10.69610287707062,0.0338238104337855,28.86,44.27
35.68,96.3,17.26,55.88,43.3,12.46,11.62,1.39,36.49,2.32,11.072739099859357,0.0523702031602708,39.03,51.33
60.34,177.67,15.94,75.83,53.29,18.39,13.75,1.34,32.77,2.6,6.798825979435116,0.0478909559771597,36.49,43.3
52.32,119.1,18.49,68.84,50.81,10.98,13.11,1.38,34.22,3.0,9.059676403207328,0.0579038795599305,32.77,53.29
68.36,162.65,18.1,80.37,56.63,14.4,16.31,1.87,31.93,4.12,7.10253164556962,0.0714905431199028,34.22,50.81
54.65,157.62,18.14,81.44,57.7,15.78,10.68,1.36,33.42,2.58,7.353697234352257,0.0439522998296422,31.93,56.63
46.99,158.23,16.42,59.38,43.65,13.43,10.5,1.04,39.46,2.53,10.730924147068569,0.0566629339305711,33.42,57.7
54.27,105.53,13.89,50.87,37.97,16.95,18.32,1.15,40.19,2.49,10.762272990167729,0.0638953040800616,39.46,43.65
73.35,178.47,15.88,78.94,54.73,18.42,20.4,1.3,47.83,3.07,9.501381035776832,0.0550870267360488,40.19,37.97
51.11,122.49,15.1,61.75,44.44,16.86,17.09,1.04,43.51,3.2,10.47013545816733,0.0704225352112676,47.83,54.73
49.96,129.84,16.89,47.6,38.25,8.23,18.37,0.81,48.32,2.16,16.79269135802469,0.0550318471337579,43.51,44.44
58.47,118.01,16.71,51.24,40.7,10.38,17.13,1.01,51.07,2.77,16.33575229709035,0.0664268585131894,48.32,38.25
95.04,175.28,12.88,44.73,33.66,17.61,18.43,1.08,45.3,3.68,12.758889131860926,0.1061742642815926,51.07,40.7
124.83,209.04,13.31,61.83,43.7,21.87,21.48,1.98,40.48,4.74,8.575342989017985,0.1060402684563758,45.3,33.66
