PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Leighton_ratio,VOC_NOx_ratio,O3_lag1,NOx_lag1
124.2,197.6,14.41,21.97,23.4,22.29,6.89,2.42,12.28,4.38,7.703735306922073,0.1795081967213115,10.01,23.78
159.24,207.83,12.98,20.13,21.25,21.05,5.4,2.34,9.35,9.15,5.7436346426881215,0.4112359550561797,12.28,23.4
87.63,133.6,13.06,18.54,20.49,20.87,4.19,2.05,8.42,5.53,5.627697031729785,0.257328990228013,9.35,21.25
155.25,224.66,14.1,19.85,22.03,21.76,4.4,2.28,7.4,6.21,5.00431654676259,0.2696482848458532,8.42,20.49
258.73,320.05,14.44,22.09,23.46,22.46,8.81,2.46,10.08,8.33,6.303819835426591,0.3405560098119378,7.4,22.03
182.06,312.44,14.78,23.36,24.44,22.66,5.27,2.35,7.2,5.6,4.368472906403941,0.220125786163522,10.08,23.46
76.66,312.44,15.43,24.8,25.73,28.83,5.12,1.74,14.41,2.06,8.618073643410852,0.0770669659558548,7.2,24.44
78.4,312.44,16.92,27.4,28.31,38.79,2.75,1.7,9.78,1.79,5.826676056338028,0.0610713067212555,14.41,25.73
62.31,111.65,13.98,22.79,23.49,34.3,3.07,1.57,6.79,1.36,3.9900882723833546,0.055532870559412,9.78,28.31
43.82,85.84,14.62,23.07,24.16,34.77,3.44,1.44,5.71,1.73,3.4682260074781883,0.0687599364069952,6.79,23.49
59.09,105.84,16.93,27.33,28.29,38.84,3.33,1.49,6.08,3.05,3.6334062830921288,0.1041311027654489,5.71,24.16
57.66,96.66,15.27,24.64,25.52,36.04,3.87,1.53,7.85,3.76,4.675097503900155,0.1417797888386123,6.08,28.29
54.25,139.18,18.28,29.69,30.64,40.82,4.35,1.38,6.76,2.2,4.026484196806777,0.0695322376738306,7.85,25.52
54.91,93.59,13.19,21.25,22.02,32.69,3.57,1.53,6.16,2.12,3.651703370786517,0.0920938314509122,6.76,30.64
60.49,111.14,13.53,22.04,22.72,33.19,2.99,1.51,5.62,5.1,3.3002864583333333,0.215008431703204,6.16,22.02
41.59,78.22,14.94,24.05,24.93,35.41,2.97,1.35,5.47,1.64,3.262347305389221,0.0632472040107983,5.62,22.72
46.01,98.86,16.61,27.22,27.92,38.05,2.99,1.18,5.47,2.13,3.2195854004252302,0.0736514522821576,5.47,24.93
42.54,75.78,13.2,21.98,22.43,32.78,2.52,1.14,5.56,4.56,3.193733681462141,0.1946222791293213,5.47,27.92
68.83,120.82,15.53,25.8,26.35,36.32,2.87,1.5,5.79,2.98,3.3551753731343283,0.1089579524680073,5.56,22.43
76.04,180.57,16.26,26.48,27.29,37.38,3.66,1.6,7.6,2.11,4.4969432314410485,0.0745846588900671,5.79,26.35
110.23,263.55,17.89,28.07,29.58,39.64,9.47,1.99,11.93,5.57,7.341854145166839,0.1821451929365598,7.6,27.29
82.48,208.99,17.78,29.06,29.91,39.87,4.5,1.49,6.65,2.14,3.933366600133068,0.0692332578453575,11.93,29.58
84.19,241.6,18.02,29.53,30.36,40.38,9.01,1.43,10.13,2.28,5.979122174909925,0.072704081632653,6.65,29.91
69.4,190.43,15.12,24.67,25.41,35.59,7.23,1.63,10.33,4.78,6.084518893650174,0.1809920484664899,10.13,30.36
98.82,258.92,15.63,25.37,26.19,36.32,3.85,1.7,7.45,2.6,4.41575654152446,0.095623390952556,10.33,25.41
101.76,302.63,17.14,27.91,28.78,38.55,4.36,1.9,7.79,1.72,4.618491871324801,0.0577568838146407,7.45,26.19
106.78,312.32,18.28,29.61,30.6,39.97,7.26,1.9,12.73,4.01,7.602234563868018,0.1268987341772151,7.79,28.78
72.73,285.1,17.26,28.13,28.99,38.68,8.64,1.37,9.2,1.62,5.451150017164435,0.0540180060020006,12.73,30.6
56.71,220.04,19.88,31.04,32.67,32.03,8.13,1.37,9.85,2.51,6.11167290886392,0.0745470745470745,9.2,28.99
62.01,262.79,18.22,28.19,29.8,22.79,6.24,1.44,8.23,7.74,5.137053785542994,0.2512987012987013,9.85,32.67
46.38,156.81,16.83,25.82,27.42,22.38,3.25,1.27,7.72,7.02,4.844429530201341,0.2470091484869809,8.23,29.8
46.38,156.81,16.83,25.82,27.42,22.38,3.25,1.27,7.72,7.02,4.844429530201341,0.2470091484869809,7.72,27.42
46.38,156.81,16.83,25.82,27.42,22.38,3.25,1.27,7.72,7.02,4.844429530201341,0.2470091484869809,7.72,27.42
46.38,156.81,16.83,25.82,27.42,22.38,3.25,1.27,7.72,7.02,4.844429530201341,0.2470091484869809,7.72,27.42
46.38,156.81,16.83,25.82,27.42,22.38,6.8,2.41,7.72,7.02,4.844429530201341,0.2470091484869809,7.72,27.42
46.0,264.75,9.05,14.08,14.85,11.25,9.48,1.63,8.25,8.25,4.951094164456234,0.5205047318611987,7.72,27.42
64.34,173.13,8.65,12.73,13.8,11.21,7.33,2.09,9.95,3.33,6.268572469045885,0.225,8.25,14.85
46.35,185.52,9.93,14.79,15.93,11.38,6.89,1.67,15.16,8.3,9.533806206459786,0.4902539870053161,9.95,13.8
64.33,286.74,9.24,14.06,14.99,11.28,6.8,1.42,16.62,13.43,10.197131474103584,0.8398999374609131,15.16,15.93
48.83,193.73,9.07,13.53,14.57,11.3,7.0,1.5,15.85,5.49,9.89397797660014,0.3526011560693641,16.62,14.99
48.83,193.73,9.07,13.53,14.57,11.3,7.0,1.5,15.85,5.49,9.89397797660014,0.3526011560693641,15.85,14.57
56.46,200.43,9.24,13.69,14.8,16.17,8.47,1.8,15.17,6.68,9.541919673247108,0.4227848101265822,15.85,14.57
105.93,199.71,8.46,12.46,13.51,16.6,6.82,1.53,16.11,7.64,10.12560178306092,0.5265334252239835,15.17,14.8
100.29,138.02,9.05,13.15,14.35,16.84,7.13,1.38,16.46,6.33,10.527420494699648,0.4123778501628665,16.11,13.51
126.88,167.86,8.89,13.37,14.34,16.83,6.87,1.37,16.81,21.9,10.399505915100905,1.4276401564537158,16.46,14.35
91.5,128.38,9.43,14.08,15.15,16.93,6.92,1.24,16.13,14.89,10.086598143236074,0.921981424148607,16.81,14.34
44.0,69.4,9.74,14.14,15.44,17.04,7.08,1.3,17.08,6.96,10.988058124174373,0.4233576642335767,16.13,15.15
97.99,129.96,10.64,14.99,16.62,17.43,7.4,1.57,16.0,8.71,10.646654158849282,0.4943246311010216,17.08,15.44
94.91,135.29,9.25,13.22,14.55,16.81,7.5,1.57,15.48,7.74,10.069620253164556,0.4977491961414791,16.0,16.62
72.38,98.12,8.74,12.76,13.89,16.68,6.63,1.07,15.6,5.0,9.908720930232558,0.3357958361316319,15.48,14.55
80.06,108.52,8.27,12.07,13.14,16.61,7.13,1.33,16.06,17.29,10.161912777352716,1.2227722772277227,15.6,13.89
97.86,132.61,9.51,13.44,14.89,17.17,6.44,1.4,16.19,11.38,10.662527700831026,0.7161736941472625,16.06,13.14
98.18,136.86,10.16,14.52,15.98,17.4,6.69,1.25,16.75,14.86,10.96520618556701,0.8751472320376913,16.19,14.89
103.78,137.89,9.24,13.71,14.81,17.15,7.07,1.16,15.47,21.87,9.71738953093134,1.383301707779886,16.75,15.98
78.56,115.81,9.42,13.92,15.06,17.12,6.68,1.01,15.44,12.68,9.748310991957103,0.7895392278953921,15.47,14.81
40.39,70.96,8.94,12.89,14.12,16.94,6.45,0.89,17.85,12.11,11.488768898488122,0.8009259259259259,15.44,15.06
53.51,97.26,8.82,12.6,13.87,16.91,7.57,1.2,16.05,16.12,10.40889705882353,1.0840618695359785,17.85,14.12
72.87,111.97,7.78,11.01,12.17,16.35,6.92,1.08,19.02,10.75,12.32103247293922,0.8162490508731967,16.05,13.87
53.22,106.53,9.22,13.02,14.41,16.95,6.42,1.06,17.94,13.06,11.797917261055638,0.8475016223231668,19.02,12.17
70.91,146.61,10.3,14.46,16.06,17.39,7.11,1.43,16.58,25.53,11.046183699870634,1.4964830011723331,17.94,14.41
95.96,161.49,8.99,12.46,13.94,16.86,7.46,1.87,17.03,16.78,11.374420505200597,1.1231593038821956,16.58,16.06
50.98,99.47,9.72,13.83,15.26,17.24,7.48,0.63,18.84,13.32,12.348267026298046,0.8191881918819189,17.03,13.94
55.72,111.78,9.56,13.89,15.16,17.1,7.4,0.9,15.21,18.69,9.765453324378775,1.156559405940594,18.84,15.26
83.08,148.55,7.3,10.28,11.4,16.07,6.7,0.67,15.52,10.58,10.043971631205672,0.8532258064516128,15.21,15.16
101.6,164.59,8.93,12.75,14.04,16.77,6.19,0.68,17.46,15.66,11.339476363636363,1.0412234042553192,15.52,11.4
121.43,180.64,8.38,12.05,13.21,16.57,7.31,1.09,15.52,35.6,9.966099616858235,2.5052779732582686,17.46,14.04
120.42,154.53,6.66,9.34,10.38,15.86,7.83,0.9,16.01,17.61,10.312050290135398,1.5474516695957818,15.52,13.21
128.4,160.69,8.16,11.48,12.74,16.46,6.69,0.68,17.8,10.53,11.63846153846154,0.7663755458515283,16.01,10.38
45.72,46.33,7.79,11.25,12.32,16.49,6.23,0.51,18.24,20.26,11.599151020408163,1.521021021021021,17.8,12.74
24.52,46.33,7.19,10.57,11.5,16.15,6.63,0.43,17.32,6.75,10.763249783923944,0.54,18.24,12.32
24.52,42.0,7.81,10.86,12.13,17.82,6.52,1.16,16.55,9.22,10.898440134907252,0.7022086824067022,17.32,11.5
40.59,42.0,8.78,11.08,13.03,19.62,5.66,0.86,12.61,17.83,9.165215231788078,1.270848182466144,16.55,12.13
37.83,42.0,7.49,9.58,11.18,19.08,6.56,0.91,13.78,12.07,9.755406427221171,0.990968801313629,12.61,13.03
38.73,42.0,8.91,11.36,13.29,19.69,6.88,0.77,15.25,16.36,10.993325242718448,1.144856543037089,13.78,11.18
42.82,122.06,9.03,11.41,13.42,19.71,6.44,1.11,16.01,17.79,11.649500402900886,1.2337031900138695,15.25,13.29
75.04,155.19,9.6,11.99,14.18,19.96,7.21,1.45,15.79,10.7,11.669284064665124,0.7048748353096179,16.01,13.42
87.07,155.19,8.57,10.69,12.65,19.5,7.33,1.63,16.87,5.89,12.367485029940122,0.4315018315018314,15.79,14.18
83.89,155.19,7.35,9.24,10.89,19.04,8.26,2.02,17.85,21.06,12.812255859374998,1.7712363330529854,16.87,12.65
45.06,155.19,30.36,22.48,36.63,16.78,6.66,1.33,17.46,22.61,22.57604770017036,0.600850385330853,17.85,10.89
31.33,155.19,47.8,30.58,55.12,22.15,6.6,1.68,15.29,0.0,23.143191893603547,0.0,17.46,36.63
42.84,155.19,46.16,30.33,53.66,21.87,6.09,1.47,63.36,19.41,93.35134375997448,0.3551042810098793,15.29,55.12
43.66,61.38,48.65,30.87,55.97,11.29,5.99,1.52,94.16,11.03,143.73655475368685,0.193610672283658,63.36,53.66
55.23,66.68,58.31,38.07,67.64,1.99,6.6,1.76,39.26,6.64,58.59356539544408,0.0967365967365967,94.16,55.97
41.81,66.68,28.19,20.42,33.78,15.03,6.6,1.05,9.68,15.41,12.739458450046683,0.4430707303047728,39.26,67.64
35.22,66.68,10.77,14.63,16.54,22.76,6.4,0.96,13.29,3.37,9.157600767754316,0.1921322690992018,9.68,33.78
53.42,66.68,11.36,15.07,17.25,22.79,7.25,1.37,15.01,8.29,10.610678282514002,0.4542465753424657,13.29,16.54
62.57,66.68,9.73,12.74,14.68,22.78,7.27,1.61,15.38,28.4,10.891368267831153,1.8112244897959184,15.01,17.25
65.26,66.68,10.06,13.3,15.25,22.8,6.62,1.35,15.15,13.84,10.65797202797203,0.8516923076923076,15.38,14.68
34.92,66.68,10.09,13.38,15.32,22.86,7.02,1.03,15.11,22.59,10.60221835883171,1.384191176470588,15.15,15.25
29.01,66.68,9.07,12.12,13.82,22.77,6.79,1.43,14.38,18.38,9.941051829268291,1.2402159244264506,15.11,15.32
33.81,66.68,9.92,12.55,14.74,22.85,7.05,1.48,15.4,16.64,11.27439114391144,1.0571791613722998,14.38,13.82
36.49,66.68,10.82,13.74,16.1,22.68,7.12,1.89,14.98,8.71,10.9961736770692,0.5093567251461988,15.4,14.74
35.97,66.68,10.9,14.29,16.46,22.65,6.67,1.35,14.6,22.5,10.408109875735777,1.2886597938144329,14.98,16.1
35.91,66.68,9.16,12.26,13.97,22.81,7.72,1.59,14.69,19.88,10.1478431372549,1.3279893119572477,14.6,16.46
53.11,66.68,10.59,13.77,15.94,22.8,7.85,1.75,16.99,24.66,12.181726472579552,1.4557260920897286,14.69,13.97
69.75,66.68,11.34,14.47,16.92,22.7,8.6,2.39,17.03,50.28,12.483529411764708,2.805803571428571,16.99,15.94
53.72,66.68,9.24,12.28,14.05,22.84,7.87,1.36,15.35,8.33,10.68027108433735,0.5534883720930233,17.03,16.92
30.43,66.68,10.43,13.36,15.59,22.81,7.25,1.09,33.83,24.13,24.57151114206128,1.4544906570223026,15.35,14.05
37.6,66.68,16.2,17.52,22.49,27.5,6.1,1.22,7.21,56.74,6.306803455723542,2.415495955725841,33.83,15.59
37.96,66.68,17.04,16.3,22.51,32.13,6.38,1.16,42.16,35.89,41.52638150289017,1.5265844321565292,7.21,22.49
31.57,66.68,16.51,15.09,21.44,32.25,6.89,0.96,59.46,103.75,61.01209446861406,4.623440285204991,42.16,22.51
41.01,66.68,18.44,16.95,24.02,32.36,5.96,1.53,59.04,16.78,60.65167688022285,0.6706634692246204,59.46,21.44
54.47,66.68,19.25,18.06,25.25,32.29,6.62,1.5,53.78,16.81,54.31610703043023,0.6403809523809524,59.04,24.02
38.22,66.68,22.17,20.96,29.18,32.76,13.17,1.03,48.63,15.53,49.095040983606566,0.5145791915175613,53.78,25.25
31.49,66.68,22.1,21.06,29.17,32.73,8.53,1.23,33.59,87.15,33.6509066183137,2.888631090487239,48.63,29.18
30.65,66.68,17.5,15.49,22.47,32.23,6.79,1.52,17.52,23.12,18.593086719223766,0.9850873455475077,33.59,29.17
34.41,66.68,18.37,17.12,24.05,32.35,6.29,0.82,15.39,17.99,15.602334437086094,0.7181636726546905,17.52,22.47
41.41,66.68,13.97,13.25,18.4,31.75,6.35,0.82,14.63,35.65,14.342533333333336,1.8376288659793816,15.39,24.05
37.51,66.68,15.15,14.41,19.98,31.82,5.79,0.75,13.21,22.88,12.987118754055809,1.090562440419447,14.63,18.4
37.28,66.68,18.18,16.93,23.79,32.27,6.45,0.97,26.11,9.92,26.47405465699944,0.400161355385236,13.21,19.98
36.84,66.68,17.88,16.43,23.28,32.02,6.53,0.85,32.12,25.5,32.94925989672977,1.0502471169686984,26.11,23.79
32.52,66.68,15.8,14.58,20.6,32.03,6.7,0.6,31.56,14.82,32.005648267008986,0.6861111111111111,32.12,23.28
29.3,66.68,17.96,16.37,23.31,32.26,5.61,0.54,28.59,8.99,29.56110535405872,0.369806663924311,31.56,20.6
34.65,66.68,16.83,15.08,21.7,32.01,6.28,0.78,22.44,22.13,23.48664179104477,0.9748898678414096,28.59,23.31
49.56,66.68,13.47,12.7,17.7,31.88,6.27,0.33,30.95,28.26,30.430401459854014,1.5112299465240644,22.44,21.7
46.48,66.68,17.75,15.91,22.88,32.41,7.45,0.46,76.83,19.94,80.64651094027204,0.8350083752093803,30.95,17.7
62.05,66.68,19.23,17.54,24.98,32.51,6.46,0.54,82.27,21.67,85.3318284789644,0.8341031562740571,76.83,22.88
61.38,66.68,18.27,16.76,23.75,32.46,7.48,1.04,22.55,14.84,23.19755067567567,0.5995959595959596,82.27,24.98
36.24,66.68,19.79,17.66,25.49,32.53,6.27,0.6,10.71,6.2,11.358569131832798,0.2340505851264628,22.55,23.75
43.73,66.68,22.59,20.44,29.24,32.78,7.01,0.66,10.87,20.3,11.453045708955225,0.6712962962962964,10.71,25.49
62.02,66.68,21.77,28.56,32.89,83.54,6.86,1.86,11.17,16.43,8.226349797023005,0.4848037769253467,10.87,29.24
56.16,66.68,28.26,21.97,34.67,151.15,6.78,1.2,11.1,19.24,13.656334349151068,0.5393888421642836,11.17,32.89
33.49,66.68,16.65,14.89,21.45,71.98,6.06,0.48,11.14,30.14,11.672813089993706,1.3425389755011137,11.1,34.67
24.6,66.68,22.37,22.79,30.31,58.02,6.53,0.91,12.0,13.07,11.283732660781842,0.4174385180453529,11.14,21.45
47.66,66.68,26.77,21.61,33.26,50.75,6.36,1.39,13.57,10.31,16.06673595754091,0.3009340338587274,12.0,30.31
52.22,66.68,18.76,18.02,24.84,41.43,6.66,0.58,12.85,16.72,12.674342797055733,0.6470588235294117,13.57,33.26
61.6,66.68,18.18,18.02,24.37,42.18,6.29,0.62,16.5,17.15,15.77129337539432,0.6759952700039416,12.85,24.84
71.23,66.68,24.79,22.65,32.2,51.12,8.03,1.62,18.25,11.63,19.12970401691332,0.3503012048192771,16.5,24.37
63.08,66.68,32.25,29.5,41.91,64.97,7.92,1.55,18.88,23.57,19.96327868852459,0.549289209974365,18.25,32.2
60.63,66.68,35.21,32.5,45.92,70.04,8.9,1.81,17.15,24.09,18.02541791044776,0.5134271099744245,18.88,41.91
59.52,66.68,43.91,33.39,53.46,70.65,7.7,2.22,15.06,10.25,19.228979354463505,0.188211531399192,17.15,45.92
40.3,66.68,21.63,20.8,28.65,47.18,7.13,0.48,20.52,6.97,20.359981651376145,0.2350758853288364,15.06,53.46
79.15,66.68,21.4,18.96,27.49,44.47,12.28,0.59,21.91,16.49,23.490681362725446,0.5787995787995788,20.52,28.65
70.95,66.68,18.17,15.91,23.23,37.71,10.73,0.64,22.01,8.81,23.65001182732112,0.3635988444077589,21.91,27.49
90.4,66.68,18.26,15.62,23.15,37.27,12.08,1.9,28.39,31.81,31.19141997593262,1.317184265010352,22.01,23.23
143.83,66.68,33.29,21.39,38.44,48.36,12.16,3.51,23.12,29.72,34.37538186690487,0.7535496957403651,28.39,23.15
44.96,66.68,17.87,15.94,23.0,38.35,6.96,1.03,10.49,21.72,11.065897284533651,0.905,23.12,38.44
15.35,66.68,18.43,16.67,23.84,36.81,5.5,0.58,11.43,16.23,11.921612903225803,0.6533816425120773,10.49,23.0
55.04,66.68,15.62,19.56,23.1,29.4,7.18,0.99,13.87,20.26,10.537422178988328,0.8406639004149378,11.43,23.84
105.86,66.68,21.17,28.17,32.2,30.75,9.33,2.65,16.73,11.72,12.141724374357215,0.3530120481927711,13.87,23.1
65.62,66.68,17.38,24.18,26.99,30.85,9.81,1.85,17.15,23.19,11.837450357426528,0.8285101822079315,16.73,32.2
48.65,66.68,65.71,66.09,88.57,35.02,12.06,3.24,15.99,6.2,15.661095543300044,0.0692196047783856,17.15,26.99
73.45,66.68,44.44,43.75,59.39,43.91,14.06,3.35,21.01,7.39,20.864455865921787,0.1223712535187944,15.99,88.57
75.66,66.68,23.49,24.37,32.07,35.55,9.8,1.56,14.16,3.08,13.110697674418605,0.0931357726035681,21.01,59.39
44.24,66.68,18.73,19.35,25.53,29.08,9.92,1.35,16.19,6.98,14.90116461916462,0.263098379193366,14.16,32.07
71.0,66.68,29.97,26.95,38.71,27.79,11.27,2.59,17.65,21.08,18.92559928443649,0.5308486527323092,16.19,25.53
111.46,66.68,27.51,26.25,36.33,35.72,15.28,2.6,18.52,13.13,18.696704587155963,0.3517278328422181,17.65,38.71
83.89,66.68,30.98,27.81,39.98,32.87,11.94,3.07,19.68,21.7,21.16231863936133,0.529526598340654,18.52,36.33
115.23,66.68,39.71,34.46,50.61,43.5,15.06,4.04,18.02,11.32,20.17975747320925,0.219337337725247,19.68,39.98
123.27,66.68,29.62,28.19,39.09,35.34,14.36,2.83,18.68,13.26,18.955176430284343,0.3307557994512347,18.02,50.61
142.2,66.68,31.82,27.41,40.44,32.57,15.28,3.05,20.71,15.38,23.1957831749384,0.3711389961389962,18.68,39.09
164.08,66.68,72.0,58.45,89.63,43.03,21.04,5.79,13.52,11.71,16.374095878889822,0.1292066644598918,20.71,40.44
155.92,66.68,50.27,43.55,64.03,51.04,16.1,3.96,12.8,8.14,14.44345679012346,0.1251729970782715,13.52,89.63
173.99,66.68,54.2,46.36,68.73,41.26,15.52,4.46,12.86,9.59,14.71731418918919,0.1375304746880826,12.8,64.03
331.91,66.68,34.13,30.81,44.13,44.54,12.83,3.75,17.07,21.5,18.314966991512104,0.4764015067582539,12.86,68.73
382.47,66.68,41.84,37.41,53.91,47.02,16.92,4.46,13.57,12.72,14.781796407185633,0.2316517938444728,17.07,44.13
339.6,66.68,23.87,23.03,31.66,45.0,15.98,2.64,16.1,14.63,15.992800665834377,0.4479485609308022,13.57,53.91
282.28,66.68,31.63,28.77,41.01,41.54,15.32,3.04,19.19,10.0,20.388972119583475,0.238038562247084,16.1,31.66
292.09,66.68,26.3,23.54,34.01,39.3,16.3,2.97,15.76,9.73,16.890301548492257,0.2779205941159668,19.19,41.01
296.08,66.68,36.02,30.56,45.54,26.88,24.56,3.48,18.15,11.85,20.714923954372622,0.2546196819939836,15.76,34.01
233.64,66.68,47.0,40.47,59.74,36.68,22.25,4.2,19.01,11.0,21.5449722691102,0.1810997695093842,18.15,45.54
327.49,66.68,48.94,42.5,62.4,45.14,16.14,5.35,12.22,14.76,13.748202298850574,0.232807570977918,19.01,59.74
454.25,66.68,43.97,44.88,59.62,43.34,16.89,6.18,18.46,17.72,17.691503923278116,0.2923127680633454,12.22,62.4
178.44,66.68,53.9,54.46,72.64,44.48,17.67,7.46,11.25,25.26,10.933555715831227,0.3430200977729495,18.46,59.62
177.41,66.68,36.59,33.49,47.57,38.01,25.19,3.81,15.7,10.71,16.65592925485648,0.2205064854848672,11.25,72.64
197.05,66.68,32.64,26.75,40.77,41.25,19.97,3.64,17.42,12.62,20.48968648648649,0.3021307158247546,15.7,47.57
261.58,66.68,27.08,20.51,32.93,33.45,23.1,3.75,21.73,15.71,27.356968851696884,0.4630120837017389,17.42,40.77
227.14,66.68,35.35,22.26,40.58,33.31,23.53,5.49,16.94,16.26,25.745012897678414,0.3910533910533911,21.73,32.93
199.64,66.68,50.15,27.88,55.6,41.74,20.08,7.64,15.73,21.93,27.3150796398892,0.3874558303886926,16.94,40.58
235.38,66.68,42.47,24.97,47.82,37.15,29.8,5.97,13.13,25.23,21.47212552945707,0.5167963949201148,15.73,55.6
227.98,66.68,35.42,21.32,40.14,30.56,23.93,5.27,13.58,18.17,21.550340501792117,0.4416626154594069,13.13,47.82
194.86,66.68,31.88,20.87,37.03,38.89,15.6,3.77,14.73,39.75,21.4719890260631,1.04522745201157,13.58,40.14
131.46,66.68,15.84,13.77,20.19,20.91,19.64,1.56,17.81,16.52,19.10023019634394,0.779613025011798,14.73,37.03
136.8,66.68,15.84,13.77,20.19,20.91,16.71,3.24,16.47,13.14,17.663155044008125,0.6201038225578103,17.81,20.19
242.55,66.68,54.6,26.42,58.04,46.39,21.05,8.08,10.77,25.8,21.44573304157549,0.4369918699186992,16.47,20.19
285.77,66.68,44.88,40.89,58.23,39.77,19.64,7.69,10.67,22.42,11.431597039866318,0.3785243964207327,10.77,58.04
307.61,66.68,51.24,45.93,66.08,40.79,23.68,10.32,12.62,31.59,13.779007031749412,0.4709302325581395,10.67,58.23
273.5,66.68,53.94,46.73,68.71,41.52,16.84,9.46,10.48,47.55,11.843519798868638,0.6821116052216325,12.62,66.08
310.83,66.68,35.52,33.13,46.51,38.51,14.51,6.01,10.82,42.41,11.260662174040434,0.8926541780677751,10.48,68.71
228.27,66.68,32.47,31.98,43.41,37.02,22.26,5.21,12.49,24.48,12.29685567010309,0.5512272010808377,10.82,46.51
175.67,66.68,20.29,22.83,28.64,35.41,12.03,2.6,15.46,9.99,13.163382291229544,0.3370445344129554,12.49,43.41
250.82,66.68,27.87,28.04,37.57,37.32,10.7,3.78,9.63,14.23,9.242014462809918,0.3689395903551983,15.46,28.64
277.69,66.68,18.3,21.39,26.25,36.03,10.66,1.45,8.98,14.03,7.339615899955337,0.5148623853211008,9.63,37.57
227.78,66.68,22.71,23.8,31.13,35.75,8.93,1.7,11.15,11.64,10.210342741935484,0.3622782446311858,8.98,26.25
182.61,66.68,33.9,32.67,44.78,35.98,12.26,2.99,14.27,29.6,14.367478467478469,0.6465705548274355,11.15,31.13
194.53,66.68,47.64,42.88,61.53,39.04,21.12,0.11,9.24,47.13,10.03175934366454,0.7537182152566768,14.27,44.78
118.57,118.05,17.74,22.93,26.61,34.21,10.73,1.52,9.26,23.57,6.864705390722941,0.8536762042738139,9.24,61.53
49.94,113.83,16.53,23.05,25.69,29.76,10.51,2.86,10.54,13.1,7.24433264033264,0.4908205320344698,9.26,26.61
57.56,129.77,18.02,25.79,28.37,29.23,9.43,3.48,12.17,18.22,8.18601717058604,0.6203609124957439,10.54,25.69
80.19,165.27,15.9,27.48,27.54,32.3,11.75,4.49,12.13,13.34,6.772015449438203,0.4674141555711282,12.17,28.37
74.02,156.82,12.72,24.04,23.13,45.38,10.19,3.61,12.84,12.81,6.522555910543131,0.530874430169913,12.13,27.54
46.71,107.31,9.39,20.41,18.5,44.17,10.5,2.81,14.23,12.23,6.24099486221392,0.6271794871794872,12.84,23.13
53.0,124.73,22.2,31.6,34.86,44.89,12.52,4.54,13.54,15.71,9.220490797546011,0.4380925822643614,14.23,18.5
99.18,196.99,39.87,48.06,57.99,38.15,15.92,8.32,10.09,21.04,8.199924582144313,0.3566706221393456,13.54,34.86
172.96,259.67,32.23,41.29,48.17,31.08,17.21,7.6,9.78,16.16,7.453520926933081,0.3286556843603823,10.09,57.99
209.83,259.67,18.75,28.95,30.64,30.16,13.08,4.67,14.01,13.01,8.770868113522537,0.4111883691529709,9.78,48.17
242.79,259.67,10.24,21.28,19.64,29.41,20.97,3.05,15.46,11.25,7.105493716337523,0.5450581395348837,14.01,30.64
165.96,259.67,3.69,14.89,10.92,27.63,16.43,1.95,20.1,6.52,4.667652611705476,0.546979865771812,15.46,19.64
167.99,259.67,7.73,16.81,15.22,29.2,7.58,1.37,19.1,7.9,8.289893318360473,0.4870530209617756,20.1,10.92
158.28,259.67,15.41,19.49,22.9,30.5,13.7,0.63,21.64,6.16,16.274885309907273,0.2577405857740586,19.1,15.22
188.95,259.67,42.05,31.71,51.06,27.15,18.98,1.22,18.79,8.99,24.155288902476304,0.1726853630426431,21.64,22.9
250.24,259.67,84.33,55.36,97.1,24.01,25.96,2.19,15.85,23.54,23.71594215755855,0.2399592252803262,18.79,51.06
361.8,259.67,66.12,45.34,78.68,27.2,26.63,1.79,15.26,19.39,21.773655589123862,0.2433483935742971,15.85,97.1
308.86,259.67,92.54,58.71,106.45,25.33,28.73,2.53,7.95,57.74,12.321101992966003,0.5373662168450443,15.26,78.68
300.61,259.67,74.56,49.77,87.09,25.67,21.21,1.84,7.48,16.4,10.98500689383494,0.186173231921898,7.95,106.45
401.7,259.67,83.07,56.34,97.5,25.71,24.34,2.21,8.5,31.91,12.314178583885592,0.3239593908629442,7.48,87.09
418.73,259.67,64.8,47.5,77.94,28.6,18.86,1.43,6.76,33.75,9.031917525773196,0.4275399037243476,8.5,97.5
132.52,259.67,36.93,31.69,46.87,29.01,15.04,0.46,9.54,7.37,10.777369226063016,0.1539586379778567,6.76,77.94
163.73,223.91,34.55,31.06,44.61,29.73,12.16,0.96,7.9,9.72,8.513568309419837,0.2131111598333699,9.54,46.87
142.48,212.92,39.09,32.74,49.2,26.42,16.11,1.38,11.31,12.11,13.103375815056316,0.2412350597609561,7.9,44.61
153.04,245.48,51.11,37.83,61.67,24.37,19.66,0.97,12.01,11.33,15.808166366211692,0.1807882559438327,11.31,49.2
168.72,234.78,34.37,28.92,43.33,27.32,15.39,1.22,12.34,9.14,14.17532754010695,0.2061809158583352,12.01,61.67
208.84,254.51,32.2,26.86,40.47,28.74,14.13,2.42,13.34,11.92,15.418090452261309,0.2874367012298047,12.34,43.33
